"area","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","total"
"Amnat Charoen",0,0,0,0,0,0,0,0,0,0,0,0,0
"Ang Thong",0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangkok",1,0,0,0,0,1,1,1,0,0,0,0,4
"Bungkan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Buri Ram",0,0,0,0,0,0,0,0,0,0,0,0,0
"Chachoengsao",0,0,0,0,0,2,0,1,0,0,0,0,3
"Chai Nat",0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaiyaphum",0,0,0,0,0,0,0,0,0,0,0,0,0
"Chanthaburi",0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiang Mai",0,0,0,0,0,0,1,0,0,0,0,0,1
"Chiang Rai",0,0,0,0,0,0,0,0,1,0,0,0,1
"Chon Buri",0,0,0,0,1,1,0,0,1,0,0,0,3
"Chumphon",0,0,0,0,0,0,1,0,0,0,0,0,1
"Kalasin",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kamphaeng Phet",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kanchanaburi",0,0,1,0,0,0,0,0,0,0,0,0,1
"Khon Kaen",0,0,0,0,0,0,0,1,0,0,0,0,1
"Krabi",0,0,1,0,0,0,0,0,1,0,0,0,2
"Lampang",0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamphun",0,0,0,0,0,0,0,0,0,0,0,0,0
"Loei",0,0,0,0,0,0,0,0,0,0,0,0,0
"Lop Buri",0,0,0,0,0,0,0,0,1,0,0,1,2
"Mae Hong Son",0,0,0,0,0,0,1,0,0,0,0,0,1
"Maha Sarakham",0,0,0,0,0,0,0,0,0,0,0,0,0
"Mukdahan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Nakhon Nayok",0,0,0,0,0,0,1,0,0,0,0,0,1
"Nakhon Pathom",0,0,0,0,0,1,0,0,0,0,0,0,1
"Nakhon Phanom",0,0,0,0,0,0,0,0,0,0,0,0,0
"Nakhon Ratchasima",0,0,0,0,0,0,1,0,0,0,1,1,3
"Nakhon Sawan",0,0,1,0,1,0,0,1,1,0,1,0,5
"Nakhon Si Thammarat",0,0,0,0,0,1,0,1,1,0,0,2,5
"Nan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Narathiwat",0,0,0,0,0,0,0,0,0,1,0,0,1
"Nong Bua Lam Phu",0,0,0,0,0,0,0,0,0,0,0,0,0
"Nong Khai",0,0,0,0,0,0,0,0,0,1,0,0,1
"Nonthaburi",0,1,0,0,0,1,0,0,0,1,0,0,3
"P.Nakhon S.Ayutthaya",0,0,0,0,1,0,1,1,0,0,1,0,4
"Pathum Thani",1,0,0,0,0,0,1,0,0,0,1,0,3
"Pattani",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phangnga",0,0,0,0,2,0,0,0,0,0,0,0,2
"Phatthalung",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phayao",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phetchabun",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phetchaburi",0,0,0,0,0,0,0,0,0,1,0,0,1
"Phichit",0,0,0,0,0,0,0,0,1,0,0,0,1
"Phitsanulok",0,0,0,0,0,0,0,1,0,0,0,0,1
"Phrae",0,0,0,0,1,0,0,0,0,0,0,0,1
"Phuket",1,0,1,0,0,0,0,0,0,0,0,0,2
"Prachin Buri",0,0,0,0,0,0,0,0,0,0,0,0,0
"Prachuap Khiri Khan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Ranong",0,0,0,0,0,0,0,0,0,0,0,0,0
"Ratchaburi",0,0,0,0,0,0,1,0,0,0,0,0,1
"Rayong",0,0,0,0,0,0,0,0,0,0,0,0,0
"Roi Et",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sa Kaeo",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sakon Nakhon",0,0,0,0,0,0,0,0,0,0,0,0,0
"Samut Prakan",0,0,0,0,0,0,1,0,0,0,0,0,1
"Samut Sakhon",1,0,1,0,0,0,0,0,0,0,0,1,3
"Samut Songkhram",1,0,0,0,0,0,0,0,0,0,0,0,1
"Saraburi",0,0,0,0,0,1,0,0,0,0,0,0,1
"Satun",0,0,0,0,0,0,0,0,0,0,0,0,0
"Si Sa Ket",0,0,0,0,0,0,0,1,0,0,0,0,1
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0
"Songkhla",0,0,0,0,0,1,0,1,0,1,0,0,3
"Sukhothai",0,0,0,0,0,0,0,0,0,0,0,0,0
"Suphan Buri",0,0,0,0,0,0,0,0,1,0,0,0,1
"Surat Thani",1,0,0,0,0,0,0,0,0,0,0,0,1
"Surin",0,0,0,0,0,0,0,1,0,1,0,0,2
"Tak",0,0,0,0,0,0,2,0,0,1,0,0,3
"Trang",0,0,0,0,0,2,0,0,0,0,0,0,2
"Trat",0,0,0,0,0,0,0,0,0,0,0,0,0
"Ubon Ratchathani",0,0,0,2,0,0,0,0,0,0,0,0,2
"Udon Thani",0,0,0,0,0,0,0,0,0,0,1,0,1
"Uthai Thani",0,0,0,0,0,0,0,0,0,0,0,0,0
"Uttaradit",0,0,0,0,0,0,0,0,0,0,0,0,0
"Yala",0,0,0,0,0,0,0,0,0,0,0,0,0
"Yasothon",0,0,0,0,0,0,0,0,0,0,0,0,0
