"area","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","total"
"Amnat Charoen",0,0,0,0,2,2,0,1,0,0,0,0,5
"Ang Thong",0,0,0,0,0,1,0,0,0,0,0,0,1
"Bangkok",11,5,5,8,6,9,4,9,2,3,7,3,72
"Bungkan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Buri Ram",1,0,3,5,11,28,45,29,22,1,6,1,152
"Chachoengsao",1,0,1,0,6,11,0,1,1,3,2,2,28
"Chai Nat",0,0,0,1,1,1,0,0,0,1,0,0,4
"Chaiyaphum",1,1,0,0,1,3,4,4,9,5,0,0,28
"Chanthaburi",0,0,0,0,1,2,0,1,1,0,0,0,5
"Chiang Mai",6,0,1,0,5,16,9,7,6,1,7,1,59
"Chiang Rai",0,0,0,0,3,2,0,0,0,1,0,1,7
"Chon Buri",1,0,0,0,1,3,3,2,0,3,0,1,14
"Chumphon",0,0,0,0,0,0,0,0,2,0,1,0,3
"Kalasin",0,0,1,1,2,5,6,5,1,0,0,1,22
"Kamphaeng Phet",0,2,2,3,5,13,8,19,10,8,3,3,76
"Kanchanaburi",1,4,3,2,3,5,3,2,2,22,4,0,51
"Khon Kaen",0,2,1,2,3,3,12,6,5,4,0,3,41
"Krabi",2,0,0,1,4,2,3,0,4,0,0,0,16
"Lampang",0,0,0,0,0,1,0,0,0,0,0,0,1
"Lamphun",0,0,0,0,0,0,1,0,0,0,0,0,1
"Loei",1,0,1,0,1,1,1,0,1,2,0,1,9
"Lop Buri",2,1,0,3,3,7,6,4,4,7,0,0,37
"Mae Hong Son",0,0,0,0,0,2,0,0,0,0,0,0,2
"Maha Sarakham",0,0,0,0,3,2,0,3,1,0,1,0,10
"Mukdahan",0,0,1,0,0,1,0,0,1,0,0,0,3
"Nakhon Nayok",0,0,0,0,1,1,1,0,0,0,0,0,3
"Nakhon Pathom",2,0,0,0,1,1,0,3,4,0,3,0,14
"Nakhon Phanom",0,0,0,0,4,6,0,1,8,2,0,0,21
"Nakhon Ratchasima",0,1,3,5,13,10,23,14,8,5,3,3,88
"Nakhon Sawan",0,1,0,0,2,2,3,4,0,0,0,1,13
"Nakhon Si Thammarat",0,5,0,3,3,1,0,0,1,6,1,0,20
"Nan",0,0,0,0,0,0,0,0,0,0,0,1,1
"Narathiwat",2,0,0,0,1,0,0,1,2,0,3,1,10
"Nong Bua Lam Phu",0,0,0,0,0,3,1,0,0,0,0,0,4
"Nong Khai",0,0,0,0,1,1,1,0,0,0,1,0,4
"Nonthaburi",0,0,1,0,0,3,1,3,1,0,0,0,9
"P.Nakhon S.Ayutthaya",0,1,0,0,2,11,19,9,4,0,1,0,47
"Pathum Thani",0,2,2,1,7,1,1,2,0,0,0,0,16
"Pattani",1,0,2,1,0,1,3,3,1,2,1,0,15
"Phangnga",0,0,1,0,1,2,1,0,0,0,0,0,5
"Phatthalung",2,3,1,1,1,0,0,0,0,1,2,0,11
"Phayao",0,1,0,0,0,0,1,0,0,0,0,1,3
"Phetchabun",0,0,0,0,1,2,3,0,0,0,1,0,7
"Phetchaburi",0,0,0,1,1,8,1,4,1,0,1,1,18
"Phichit",0,0,1,0,0,5,5,4,5,2,1,0,23
"Phitsanulok",1,0,1,0,3,1,3,3,1,1,0,1,15
"Phrae",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phuket",2,0,0,2,1,0,1,1,0,0,0,0,7
"Prachin Buri",0,1,0,1,0,0,1,0,0,0,0,0,3
"Prachuap Khiri Khan",2,0,1,1,2,2,1,1,0,2,0,0,12
"Ranong",0,0,0,0,0,0,0,0,0,0,0,0,0
"Ratchaburi",1,0,0,1,3,7,9,4,5,1,7,4,42
"Rayong",0,0,0,3,0,2,0,3,0,0,0,0,8
"Roi Et",0,0,0,1,7,8,7,9,4,0,1,0,37
"Sa Kaeo",0,1,0,0,0,0,0,1,1,1,4,8,16
"Sakon Nakhon",0,0,0,0,0,1,4,1,0,1,0,0,7
"Samut Prakan",2,0,0,1,2,2,2,2,0,0,0,0,11
"Samut Sakhon",1,0,0,0,1,0,2,1,0,0,0,0,5
"Samut Songkhram",0,0,1,2,2,2,0,1,3,2,4,1,18
"Saraburi",0,0,0,2,2,1,1,0,2,0,2,0,10
"Satun",0,0,0,0,0,0,1,0,0,1,0,0,2
"Si Sa Ket",0,2,3,6,5,9,8,13,1,1,1,1,50
"Sing Buri",0,1,0,0,0,0,0,0,0,0,0,0,1
"Songkhla",6,2,1,0,0,4,1,0,1,1,0,1,17
"Sukhothai",0,0,0,0,0,1,0,0,1,1,0,0,3
"Suphan Buri",1,4,2,0,5,6,10,1,6,1,1,1,38
"Surat Thani",2,3,1,0,2,4,0,1,1,0,2,2,18
"Surin",2,0,1,1,0,9,8,4,1,0,0,0,26
"Tak",1,1,0,1,5,4,1,2,1,1,1,0,18
"Trang",0,0,2,0,0,1,0,0,1,0,3,0,7
"Trat",0,0,0,0,1,1,0,0,0,1,0,0,3
"Ubon Ratchathani",0,1,0,0,1,8,7,4,4,2,4,0,31
"Udon Thani",0,0,0,0,0,0,1,1,0,0,0,0,2
"Uthai Thani",0,1,0,0,0,0,0,0,0,0,0,0,1
"Uttaradit",0,0,0,0,0,2,0,1,0,1,0,0,4
"Yala",0,0,0,0,0,0,0,0,0,0,0,0,0
"Yasothon",1,0,0,1,0,2,5,1,1,0,0,0,11
