"area","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","total"
"Amnat Charoen",0,0,0,1,0,0,0,2,3,1,1,0,8
"Ang Thong",0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangkok",9,7,1,1,1,0,0,1,1,2,5,0,28
"Bungkan",0,0,1,0,0,3,5,3,5,3,0,0,20
"Buri Ram",0,0,1,1,0,0,1,2,0,0,0,0,5
"Chachoengsao",0,0,0,0,0,0,1,0,0,0,0,0,1
"Chai Nat",0,1,0,0,0,0,0,0,0,0,0,0,1
"Chaiyaphum",2,3,2,0,0,3,4,4,0,2,1,0,21
"Chanthaburi",0,0,0,0,0,0,1,0,0,0,0,0,1
"Chiang Mai",0,0,0,0,1,1,2,3,5,2,1,1,16
"Chiang Rai",1,0,0,0,0,1,0,0,0,0,0,0,2
"Chon Buri",1,3,0,1,0,0,0,0,2,1,0,0,8
"Chumphon",0,1,0,0,0,0,0,0,0,0,0,1,2
"Kalasin",0,1,0,1,0,3,5,3,1,1,0,0,15
"Kamphaeng Phet",0,2,0,2,0,0,0,0,0,0,0,0,4
"Kanchanaburi",2,0,0,0,0,0,0,1,0,0,0,0,3
"Khon Kaen",5,0,1,0,0,1,1,5,0,2,0,0,15
"Krabi",4,1,0,0,0,2,2,0,0,3,0,0,12
"Lampang",0,0,0,0,0,0,0,3,0,0,1,0,4
"Lamphun",0,0,0,0,0,0,0,1,2,1,0,1,5
"Loei",1,1,2,3,0,0,0,0,0,0,1,0,8
"Lop Buri",0,0,0,0,0,0,0,0,0,0,0,0,0
"Mae Hong Son",0,0,0,0,2,0,1,0,1,1,0,0,5
"Maha Sarakham",3,0,0,0,0,2,0,2,1,1,1,0,10
"Mukdahan",0,0,0,0,2,1,0,0,1,0,0,0,4
"Nakhon Nayok",0,0,0,0,0,0,0,0,0,0,0,0,0
"Nakhon Pathom",3,0,1,0,0,0,1,2,4,0,1,0,12
"Nakhon Phanom",0,0,0,0,1,2,0,0,1,1,0,0,5
"Nakhon Ratchasima",2,2,3,1,1,1,1,3,3,1,5,1,24
"Nakhon Sawan",1,0,2,0,0,0,1,1,0,0,0,0,5
"Nakhon Si Thammarat",4,3,1,1,2,0,5,1,2,0,5,1,25
"Nan",0,0,0,0,0,0,0,0,0,0,0,1,1
"Narathiwat",1,0,0,0,1,3,3,6,7,6,6,7,40
"Nong Bua Lam Phu",0,0,1,0,1,1,2,0,0,0,0,0,5
"Nong Khai",1,0,0,0,0,0,3,0,1,0,0,0,5
"Nonthaburi",0,1,0,0,0,0,0,2,2,1,0,1,7
"P.Nakhon S.Ayutthaya",0,0,1,0,0,0,0,0,1,0,0,0,2
"Pathum Thani",2,1,0,2,0,1,0,0,1,0,0,1,8
"Pattani",0,4,1,0,1,0,0,4,0,2,6,6,24
"Phangnga",0,1,0,0,0,1,1,0,0,0,0,0,3
"Phatthalung",1,0,0,1,0,1,1,9,6,3,1,3,26
"Phayao",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phetchabun",0,0,3,0,2,0,0,0,0,0,0,0,5
"Phetchaburi",2,0,0,0,0,0,1,1,0,0,0,1,5
"Phichit",0,1,1,0,0,0,0,0,0,0,0,0,2
"Phitsanulok",2,0,0,0,0,2,0,0,0,1,0,0,5
"Phrae",0,0,0,0,0,0,0,0,0,0,0,0,0
"Phuket",0,0,0,0,0,0,0,4,1,0,0,2,7
"Prachin Buri",1,0,0,0,0,0,0,0,0,0,0,0,1
"Prachuap Khiri Khan",1,1,1,0,0,0,1,0,1,0,0,0,5
"Ranong",0,0,0,0,0,0,0,1,0,0,0,0,1
"Ratchaburi",0,0,0,0,1,0,0,0,0,0,0,0,1
"Rayong",0,0,0,0,0,0,0,2,1,2,0,1,6
"Roi Et",2,1,1,1,1,0,2,0,1,1,0,0,10
"Sa Kaeo",0,0,2,0,0,0,0,0,0,1,1,1,5
"Sakon Nakhon",0,0,0,1,2,0,3,1,0,1,0,0,8
"Samut Prakan",4,0,3,1,0,0,1,0,2,3,2,0,16
"Samut Sakhon",0,0,0,0,0,0,0,0,0,0,0,0,0
"Samut Songkhram",0,0,0,0,0,0,0,0,0,0,0,0,0
"Saraburi",1,0,0,0,0,0,0,0,0,2,1,0,4
"Satun",2,0,1,0,0,0,0,1,1,1,0,1,7
"Si Sa Ket",5,3,1,1,0,0,0,1,0,0,0,0,11
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0
"Songkhla",2,1,1,0,0,0,6,10,7,17,10,17,71
"Sukhothai",1,0,1,0,0,0,0,1,0,0,0,0,3
"Suphan Buri",0,1,0,1,0,0,1,0,0,1,1,0,5
"Surat Thani",2,1,1,1,3,1,8,3,4,5,5,4,38
"Surin",0,0,3,1,0,0,1,9,5,2,1,0,22
"Tak",0,0,0,0,0,0,1,0,0,1,1,0,3
"Trang",1,1,3,0,1,0,3,6,2,2,0,1,20
"Trat",0,1,0,0,1,1,0,1,1,1,1,1,8
"Ubon Ratchathani",4,1,0,0,3,7,7,9,6,4,2,1,44
"Udon Thani",0,0,0,0,0,0,2,0,0,1,0,1,4
"Uthai Thani",0,0,0,0,0,0,0,0,0,0,0,0,0
"Uttaradit",0,0,0,0,0,0,0,0,0,0,0,0,0
"Yala",0,0,0,0,0,0,2,0,0,1,1,0,4
"Yasothon",0,0,0,0,0,0,1,4,1,0,0,0,6
