"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Nonthaburi",0,1,0,1,0,0,1,0,0,4,1,1,0,0,0,0,0,2011
"P.Nakhon S.Ayutthaya",0,0,1,2,0,2,1,1,5,14,11,4,1,3,2,0,0,2011
"Pathum Thani",0,0,0,0,0,1,2,2,1,4,3,1,1,0,1,0,0,2011
"Pattani",0,0,0,0,0,0,0,0,1,2,5,3,1,0,2,1,0,2011
"Phangnga",0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,2011
"Phatthalung",0,0,0,0,0,0,0,0,4,2,1,3,0,1,0,0,0,2011
"Phayao",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2011
"Phetchabun",0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,2011
"Phetchaburi",0,0,0,0,0,2,1,1,4,9,0,0,0,0,1,0,0,2011
"Phichit",0,0,0,0,0,1,0,1,2,4,10,3,0,1,1,0,0,2011
"Phitsanulok",0,0,0,0,0,1,0,1,2,7,4,0,0,0,0,0,0,2011
"Phrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"Phuket",0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,2011
"Prachin Buri",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2011
"Prachuap Khiri Khan",0,0,0,1,0,2,1,0,2,4,2,0,0,0,0,0,0,2011
"Ranong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"Ratchaburi",0,0,1,0,0,6,1,0,7,13,7,5,1,1,0,0,0,2011
"Rayong",0,0,0,0,0,1,0,0,1,2,1,1,2,0,0,0,0,2011
"Roi Et",0,0,0,0,0,2,3,5,4,17,5,0,1,0,0,0,0,2011
"Sa Kaeo",0,0,0,1,1,1,0,3,0,3,3,2,0,1,0,1,0,2011
"Sakon Nakhon",0,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,2011
"Samut Prakan",0,0,0,0,0,0,0,0,1,2,4,0,2,2,0,0,0,2011
"Samut Sakhon",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2011
"Samut Songkhram",0,0,0,0,0,2,0,0,5,10,1,0,0,0,0,0,0,2011
"Saraburi",0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,2011
"Satun",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011
"Si Sa Ket",0,0,0,0,0,1,0,3,10,19,14,2,0,1,0,0,0,2011
"Sing Buri",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011
"Songkhla",0,1,0,1,1,1,1,0,3,2,3,2,1,0,1,0,0,2011
"Sukhothai",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2011
"Suphan Buri",0,0,0,0,0,1,1,2,4,10,14,1,0,5,0,0,0,2011
"Surat Thani",0,0,0,0,0,2,0,1,4,4,3,2,0,1,0,1,0,2011
"Surin",0,0,0,0,0,0,2,2,4,10,7,1,0,0,0,0,0,2011
"Tak",0,0,0,0,1,0,3,3,2,3,3,0,1,2,0,0,0,2011
"Trang",0,0,0,0,1,0,0,2,0,1,2,1,0,0,0,0,0,2011
"Trat",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2011
"Ubon Ratchathani",0,0,0,1,0,0,0,2,8,6,4,2,4,0,2,2,0,2011
"Udon Thani",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2011
"Uthai Thani",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011
"Uttaradit",0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2011
"Yala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"Yasothon",0,1,0,0,0,1,0,1,1,4,3,0,0,0,0,0,0,2011
