"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Amnat Charoen",0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,2017
"Ang Thong",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017
"Bangkok",0,1,1,0,0,0,1,0,1,5,6,0,17,0,0,0,0,2017
"Bungkan",0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2017
"Buri Ram",0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,2017
"Chachoengsao",0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2017
"Chai Nat",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2017
"Chaiyaphum",0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,2017
"Chanthaburi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Chiang Mai",0,0,1,0,0,0,0,0,0,4,2,2,1,1,3,0,0,2017
"Chiang Rai",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2017
"Chon Buri",0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,1,0,2017
"Chumphon",0,0,0,0,1,1,0,0,0,1,6,1,0,0,0,0,0,2017
"Kalasin",0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,2017
"Kamphaeng Phet",0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,2017
"Kanchanaburi",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2017
"Khon Kaen",0,0,0,0,0,0,0,0,0,5,5,2,0,0,1,0,0,2017
"Krabi",0,2,0,0,0,0,0,0,2,5,2,3,1,0,0,0,0,2017
"Lampang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Lamphun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Loei",0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,2017
"Lop Buri",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017
"Mae Hong Son",0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2017
"Maha Sarakham",0,0,0,0,0,1,1,0,2,1,3,0,4,0,0,0,0,2017
"Mukdahan",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2017
"Nakhon Nayok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Nakhon Pathom",0,0,0,0,0,0,0,0,2,0,3,2,2,1,0,1,0,2017
"Nakhon Phanom",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2017
"Nakhon Ratchasima",0,0,0,0,0,0,0,0,3,8,7,2,1,0,0,1,0,2017
"Nakhon Sawan",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2017
"Nakhon Si Thammarat",0,3,0,0,0,1,0,1,4,7,2,3,2,0,0,0,0,2017
"Nan",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2017
"Narathiwat",0,1,0,2,0,1,0,1,1,4,7,4,1,1,1,0,0,2017
"Nong Bua Lam Phu",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2017
"Nong Khai",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2017
"Nonthaburi",0,0,0,0,0,0,0,0,1,2,3,4,5,2,1,0,0,2017
"P.Nakhon S.Ayutthaya",0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,2017
"Pathum Thani",0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2017
"Pattani",0,0,0,0,0,1,0,0,0,4,2,1,1,0,0,0,0,2017
"Phangnga",0,0,0,1,0,1,0,2,5,2,2,1,0,0,0,0,0,2017
"Phatthalung",0,0,0,0,0,0,0,1,3,7,3,2,2,1,0,0,0,2017
"Phayao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Phetchabun",0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,2017
"Phetchaburi",0,1,0,0,0,0,2,3,1,4,1,2,1,1,1,0,0,2017
"Phichit",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
"Phitsanulok",0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2017
"Phrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"Phuket",0,0,0,0,0,1,1,2,2,2,0,1,1,2,0,0,0,2017
