"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Phrae",0,0,0,0,2,0,0,0,0,4,5,0,0,1,2,0,0,2012
"Phuket",0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,2012
"Prachin Buri",0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,2012
"Prachuap Khiri Khan",0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2012
"Ranong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"Ratchaburi",0,0,0,0,1,0,0,1,3,4,1,3,0,0,0,0,0,2012
"Rayong",0,0,0,0,0,0,1,0,1,1,4,1,2,0,0,0,0,2012
"Roi Et",0,0,0,0,0,0,2,2,5,17,5,1,0,0,0,0,0,2012
"Sa Kaeo",0,0,1,0,0,1,1,1,6,8,5,1,1,0,0,0,0,2012
"Sakon Nakhon",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012
"Samut Prakan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"Samut Sakhon",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2012
"Samut Songkhram",0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,2012
"Saraburi",0,0,0,0,0,0,0,0,5,2,3,0,1,0,0,0,0,2012
"Satun",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2012
"Si Sa Ket",0,1,0,1,0,0,2,2,8,6,9,3,0,2,0,0,0,2012
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"Songkhla",0,2,0,0,3,1,1,0,6,6,6,3,3,0,0,0,0,2012
"Sukhothai",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2012
"Suphan Buri",0,0,0,0,1,0,1,1,4,3,3,4,1,1,0,0,0,2012
"Surat Thani",0,0,0,1,1,1,1,1,3,11,10,6,1,1,0,0,0,2012
"Surin",0,0,0,2,1,3,5,0,15,20,14,1,0,0,0,0,0,2012
"Tak",0,0,0,0,1,0,1,0,2,2,3,1,1,0,0,1,0,2012
"Trang",0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,2012
"Trat",0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,2012
"Ubon Ratchathani",0,2,0,0,0,3,2,4,8,12,6,1,2,1,2,0,0,2012
"Udon Thani",0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,2012
"Uthai Thani",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2012
"Uttaradit",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012
"Yala",0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2012
"Yasothon",0,0,0,1,0,1,1,6,8,17,14,5,0,0,1,0,0,2012
