"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Amnat Charoen",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2019
"Ang Thong",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019
"Bangkok",0,0,0,1,1,2,0,1,4,6,5,8,2,1,4,0,0,2019
"Bungkan",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2019
"Buri Ram",0,0,0,1,1,1,1,0,6,4,14,2,3,1,0,0,0,2019
"Chachoengsao",0,0,0,0,0,0,1,0,2,2,4,3,0,1,0,0,0,2019
"Chai Nat",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2019
"Chaiyaphum",0,0,0,0,0,0,2,0,3,10,7,2,1,1,0,1,0,2019
"Chanthaburi",0,1,0,0,0,0,1,0,3,11,9,4,1,2,1,0,0,2019
"Chiang Mai",0,0,0,0,0,0,0,0,1,2,6,8,6,4,7,3,0,2019
"Chiang Rai",0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,4,0,2019
"Chon Buri",0,0,0,0,0,1,0,1,3,3,8,9,3,3,0,1,0,2019
"Chumphon",0,2,0,0,0,0,0,1,1,2,3,3,1,1,2,0,0,2019
"Kalasin",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2019
"Kamphaeng Phet",0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,2019
"Kanchanaburi",0,0,0,0,0,1,0,0,4,10,5,1,0,0,0,0,0,2019
"Khon Kaen",0,0,0,0,0,0,0,2,3,9,2,1,1,0,0,0,0,2019
"Krabi",0,1,0,0,0,0,1,1,7,6,7,1,0,0,0,1,0,2019
"Lampang",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2019
"Lamphun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019
"Loei",0,0,0,0,0,0,0,1,3,5,6,1,3,1,0,0,0,2019
"Lop Buri",0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2019
"Mae Hong Son",0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,2019
"Maha Sarakham",0,1,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,2019
"Mukdahan",0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,2019
"Nakhon Nayok",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
"Nakhon Pathom",0,0,0,0,0,0,0,1,1,3,3,6,3,1,0,2,0,2019
"Nakhon Phanom",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2019
"Nakhon Ratchasima",0,0,0,1,1,1,2,3,11,15,22,8,3,2,1,2,0,2019
"Nakhon Sawan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019
"Nakhon Si Thammarat",0,2,1,1,2,0,4,4,20,23,43,9,12,5,2,3,0,2019
"Nan",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2019
"Narathiwat",0,0,0,0,0,0,1,1,5,3,8,3,3,1,1,0,0,2019
"Nong Bua Lam Phu",0,1,0,0,0,0,0,0,2,2,5,1,0,0,0,0,0,2019
"Nong Khai",0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2019
"Nonthaburi",0,0,0,0,0,0,0,1,1,0,2,0,1,1,2,0,0,2019
"P.Nakhon S.Ayutthaya",0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,2019
"Pathum Thani",0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,0,2019
"Pattani",0,0,0,0,1,1,0,1,5,8,10,2,5,1,2,1,0,2019
"Phangnga",0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,2019
"Phatthalung",0,0,0,0,0,0,0,1,4,2,3,2,1,1,0,0,0,2019
"Phayao",0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,2019
"Phetchabun",0,0,0,0,0,0,1,1,1,4,2,0,0,0,0,0,0,2019
"Phetchaburi",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2019
"Phichit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
"Phitsanulok",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2019
"Phrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
"Phuket",0,1,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,2019
"Prachin Buri",0,0,0,0,0,0,0,1,1,4,1,2,0,1,0,0,0,2019
"Prachuap Khiri Khan",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2019
"Ranong",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2019
"Ratchaburi",0,0,1,0,0,0,0,1,2,3,4,4,1,0,3,1,0,2019
"Rayong",0,0,0,0,1,0,0,0,2,0,3,3,3,0,0,0,0,2019
"Roi Et",0,0,1,0,0,0,0,0,5,6,5,3,0,0,1,0,0,2019
"Sa Kaeo",0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2019
"Sakon Nakhon",0,0,0,1,0,0,0,0,0,2,6,1,0,0,1,0,0,2019
"Samut Prakan",0,0,0,0,1,0,0,0,2,6,11,4,2,0,2,0,0,2019
"Samut Sakhon",0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2019
"Samut Songkhram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
"Saraburi",0,0,0,0,0,0,1,0,1,1,3,1,0,1,0,0,0,2019
"Satun",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2019
"Si Sa Ket",0,0,0,0,0,0,0,1,6,6,8,5,0,0,1,1,0,2019
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
"Songkhla",0,3,0,0,2,1,1,1,6,7,6,4,1,0,0,1,0,2019
"Sukhothai",0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,2019
"Suphan Buri",0,0,0,0,1,0,0,0,0,5,2,3,0,0,0,1,0,2019
"Surat Thani",0,1,1,0,0,1,0,0,3,2,6,3,0,1,0,0,0,2019
"Surin",0,1,0,0,0,2,0,2,7,8,3,0,2,0,0,0,0,2019
"Tak",0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,2019
"Trang",0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,2019
"Trat",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2019
"Ubon Ratchathani",0,2,0,0,0,1,1,2,6,19,9,1,0,0,1,1,0,2019
"Udon Thani",0,1,0,0,0,0,0,0,4,0,2,1,0,0,1,1,0,2019
"Uthai Thani",0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2019
"Uttaradit",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019
"Yala",0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,2019
"Yasothon",0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,2019
