"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Loei",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020
"Lop Buri",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2020
"Mae Hong Son",0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,2020
"Maha Sarakham",0,0,0,0,0,0,0,0,1,2,5,0,0,1,0,0,0,2020
"Mukdahan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Nakhon Nayok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Nakhon Pathom",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2020
"Nakhon Phanom",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2020
"Nakhon Ratchasima",0,0,0,0,0,0,0,0,3,10,10,2,4,2,4,4,0,2020
"Nakhon Sawan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020
"Nakhon Si Thammarat",0,0,0,1,0,1,0,1,3,3,7,3,0,1,1,1,0,2020
"Nan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020
"Narathiwat",0,1,0,0,0,0,1,0,0,0,1,3,3,0,0,0,0,2020
"Nong Bua Lam Phu",0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2020
"Nong Khai",0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2020
"Nonthaburi",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2020
"P.Nakhon S.Ayutthaya",0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2020
"Pathum Thani",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020
"Pattani",0,0,0,0,0,0,1,1,3,3,7,2,0,2,0,0,0,2020
"Phangnga",0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,2020
"Phatthalung",0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,2020
"Phayao",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2020
"Phetchabun",0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,2020
"Phetchaburi",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2020
"Phichit",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020
"Phitsanulok",0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,2020
"Phrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Phuket",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2020
"Prachin Buri",0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,2020
"Prachuap Khiri Khan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Ranong",0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,2020
"Ratchaburi",0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2020
"Rayong",0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,2020
"Roi Et",0,0,0,0,0,0,0,1,2,2,9,5,1,1,1,0,0,2020
"Sa Kaeo",0,1,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,2020
"Sakon Nakhon",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2020
"Samut Prakan",0,0,0,0,0,0,0,0,1,4,9,2,0,1,1,1,0,2020
"Samut Sakhon",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2020
"Samut Songkhram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Saraburi",0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,2020
"Satun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Si Sa Ket",0,0,0,0,0,0,1,0,4,4,2,3,1,0,0,0,0,2020
"Sing Buri",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Songkhla",0,1,0,1,0,1,0,1,2,4,5,3,1,0,0,0,0,2020
"Sukhothai",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2020
"Suphan Buri",0,0,0,0,0,0,0,1,1,5,5,4,2,2,1,0,0,2020
"Surat Thani",0,0,0,0,0,0,0,0,0,0,5,0,2,1,1,0,0,2020
"Surin",0,0,0,0,1,0,0,0,2,1,5,1,2,1,0,0,0,2020
"Tak",0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,1,0,2020
"Trang",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2020
"Trat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
"Ubon Ratchathani",0,0,0,0,0,0,0,0,1,4,1,3,0,1,0,0,0,2020
"Udon Thani",0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,1,0,2020
"Uthai Thani",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020
"Uttaradit",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2020
"Yala",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2020
"Yasothon",0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2020
