"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Songkhla",0,0,1,0,0,0,0,1,1,3,4,3,0,2,0,0,0,2014
"Sukhothai",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2014
"Suphan Buri",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014
"Surat Thani",0,1,0,0,0,1,0,0,4,4,9,2,2,0,0,1,0,2014
"Surin",0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2014
"Tak",0,0,1,0,0,0,0,0,0,1,5,2,1,1,0,0,0,2014
"Trang",0,0,0,0,1,0,0,0,3,2,3,0,0,1,1,0,0,2014
"Trat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014
"Ubon Ratchathani",0,0,0,0,0,0,0,2,4,8,2,0,0,0,0,0,0,2014
"Udon Thani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Uthai Thani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Uttaradit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Yala",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014
"Yasothon",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2014
