"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Amnat Charoen",0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2014
"Ang Thong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Bangkok",0,1,0,0,0,1,1,1,1,4,4,1,4,1,1,0,0,2014
"Bungkan",0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,2014
"Buri Ram",0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2014
"Chachoengsao",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014
"Chai Nat",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014
"Chaiyaphum",0,0,0,1,0,0,1,2,2,5,1,3,0,0,2,0,0,2014
"Chanthaburi",0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2014
"Chiang Mai",0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2014
"Chiang Rai",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2014
"Chon Buri",0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,2014
"Chumphon",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014
"Kalasin",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"Kamphaeng Phet",0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,2014
"Kanchanaburi",0,0,0,0,1,2,0,1,3,3,1,0,1,0,1,0,0,2014
"Khon Kaen",0,0,1,0,0,0,1,0,3,5,7,1,0,0,0,0,0,2014
"Krabi",0,0,0,1,0,0,1,1,3,4,5,1,2,0,1,0,0,2014
"Lampang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Lamphun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Loei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Lop Buri",0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2014
"Mae Hong Son",0,0,0,0,0,0,0,1,2,3,0,1,1,1,2,0,0,2014
"Maha Sarakham",0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2014
"Mukdahan",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014
"Nakhon Nayok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"Nakhon Pathom",0,1,0,1,0,0,0,2,2,3,6,1,1,1,0,0,0,2014
"Nakhon Phanom",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2014
"Nakhon Ratchasima",0,1,0,0,0,0,2,1,4,4,4,2,3,0,0,0,0,2014
"Nakhon Sawan",0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,2014
"Nakhon Si Thammarat",0,1,0,1,1,0,0,2,7,7,11,4,3,1,3,1,0,2014
"Nan",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014
"Narathiwat",0,0,0,0,0,1,0,0,0,0,4,4,0,0,2,0,0,2014
"Nong Bua Lam Phu",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014
"Nong Khai",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014
"Nonthaburi",0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,2014
"P.Nakhon S.Ayutthaya",0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2014
"Pathum Thani",0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2014
"Pattani",0,0,0,0,0,0,0,2,1,7,5,3,0,0,0,0,0,2014
"Phangnga",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2014
"Phatthalung",0,0,0,0,0,0,0,1,1,0,4,3,0,2,1,1,0,2014
"Phayao",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014
"Phetchabun",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2014
"Phetchaburi",0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,2014
"Phichit",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2014
"Phitsanulok",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2014
"Phrae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014
"Phuket",0,0,0,0,1,0,0,0,3,1,3,3,0,1,0,1,0,2014
"Prachin Buri",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2014
"Prachuap Khiri Khan",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2014
"Ranong",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
"Ratchaburi",0,1,0,0,1,1,1,0,2,3,4,0,0,0,0,0,0,2014
"Rayong",0,0,0,0,1,0,0,1,0,3,7,2,2,0,0,0,0,2014
"Roi Et",0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2014
"Sa Kaeo",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2014
"Sakon Nakhon",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014
"Samut Prakan",0,0,0,0,1,1,3,3,6,14,17,7,6,2,2,0,0,2014
"Samut Sakhon",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014
"Samut Songkhram",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2014
"Saraburi",0,0,0,0,0,0,0,0,4,5,1,1,0,0,0,0,0,2014
"Satun",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2014
"Si Sa Ket",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2014
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
