"area","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","total"
"Amnat Charoen",1,0,0,0,9,23,34,35,22,13,14,5,156
"Ang Thong",8,9,8,19,46,40,34,25,29,32,17,11,278
"Bangkok",328,232,239,218,558,622,880,1283,1537,2056,4049,1465,13467
"Bungkan",2,0,0,0,0,4,16,3,12,39,31,2,109
"Buri Ram",2,4,11,17,51,87,108,246,244,165,99,46,1080
"Chachoengsao",9,8,14,18,42,41,66,76,115,94,107,59,649
"Chai Nat",4,9,5,7,16,31,31,28,24,22,17,15,209
"Chaiyaphum",13,17,25,27,70,120,139,233,236,148,126,40,1194
"Chanthaburi",13,9,9,20,61,77,118,121,64,37,41,21,591
"Chiang Mai",2,2,0,5,33,59,83,111,139,82,114,47,677
"Chiang Rai",1,0,1,3,24,38,35,46,23,23,22,8,224
"Chon Buri",43,23,20,33,121,114,132,135,149,188,187,150,1295
"Chumphon",9,8,8,5,6,5,8,7,5,5,4,2,72
"Kalasin",0,1,7,8,22,56,56,49,30,38,37,34,338
"Kamphaeng Phet",1,1,5,7,8,20,21,16,39,41,10,19,188
"Kanchanaburi",14,14,19,29,38,46,54,49,37,32,63,22,417
"Khon Kaen",3,1,9,16,59,102,166,200,182,111,166,71,1086
"Krabi",40,40,22,50,86,158,168,180,146,90,88,50,1118
"Lampang",0,0,0,6,17,38,56,44,58,15,27,21,282
"Lamphun",0,0,0,0,0,2,11,9,17,31,26,3,99
"Loei",0,0,0,4,19,23,48,34,34,15,14,1,192
"Lop Buri",11,20,27,33,89,55,48,73,104,99,91,24,674
"Mae Hong Son",1,1,0,1,2,16,40,40,22,7,14,4,148
"Maha Sarakham",2,3,12,23,41,41,42,54,87,42,43,2,392
"Mukdahan",0,0,0,0,11,20,17,19,18,7,16,5,113
"Nakhon Nayok",4,0,1,3,4,9,16,30,10,9,6,1,93
"Nakhon Pathom",51,52,47,37,53,67,149,197,240,200,211,157,1461
"Nakhon Phanom",2,1,2,6,18,34,41,59,35,22,28,9,257
"Nakhon Ratchasima",22,9,40,43,140,252,457,610,642,448,383,174,3220
"Nakhon Sawan",11,11,19,36,92,172,168,191,165,148,142,67,1222
"Nakhon Si Thammarat",51,43,27,27,24,70,77,83,59,71,83,50,665
"Nan",0,0,1,4,23,22,27,25,13,4,4,3,126
"Narathiwat",21,27,27,15,15,18,59,60,63,103,89,72,569
"Nong Bua Lam Phu",0,0,0,0,8,19,16,15,17,16,8,8,107
"Nong Khai",0,1,8,6,26,26,35,80,89,73,46,18,408
"Nonthaburi",16,16,20,13,21,37,48,64,90,131,283,128,867
"P.Nakhon S.Ayutthaya",20,7,19,20,55,66,79,96,106,131,153,56,808
"Pathum Thani",12,23,20,10,29,27,61,65,126,154,211,83,821
"Pattani",54,26,13,7,11,21,25,21,50,59,64,62,413
"Phangnga",16,12,3,7,21,39,38,16,13,10,10,8,193
"Phatthalung",13,12,3,3,12,18,31,25,13,10,26,23,189
"Phayao",0,0,1,0,10,12,13,5,4,9,5,5,64
"Phetchabun",1,2,3,8,31,52,62,97,93,42,50,14,455
"Phetchaburi",19,20,25,42,67,163,197,219,180,123,100,23,1178
"Phichit",3,8,12,17,32,25,21,23,37,24,45,13,260
"Phitsanulok",2,1,0,2,4,21,52,68,69,52,84,40,395
"Phrae",1,1,2,5,14,38,56,32,23,8,3,4,187
"Phuket",14,11,18,26,16,38,50,65,55,70,83,60,506
"Prachin Buri",6,7,13,23,52,58,66,80,64,44,22,7,442
"Prachuap Khiri Khan",5,3,18,10,42,88,67,68,66,56,51,39,513
"Ranong",0,1,3,1,0,12,5,2,1,0,3,0,28
"Ratchaburi",28,21,38,53,98,167,225,251,241,118,94,16,1350
"Rayong",65,51,60,108,175,184,281,271,212,140,149,60,1756
"Roi Et",0,1,9,12,73,113,95,139,117,78,92,47,776
"Sa Kaeo",1,1,10,1,14,51,84,90,81,43,31,11,418
"Sakon Nakhon",0,0,3,6,16,22,29,80,69,20,17,6,268
"Samut Prakan",63,59,54,66,51,85,91,137,124,231,360,248,1569
"Samut Sakhon",37,33,28,27,22,29,29,26,79,97,172,92,671
"Samut Songkhram",5,2,2,4,14,15,10,26,19,14,15,11,137
"Saraburi",5,5,11,50,122,81,88,156,131,159,83,47,938
"Satun",1,2,1,0,3,7,3,13,9,11,2,7,59
"Si Sa Ket",2,3,7,12,42,70,128,159,159,88,113,108,891
"Sing Buri",0,0,3,1,4,17,16,12,18,13,4,3,91
"Songkhla",92,59,46,20,63,112,149,166,167,151,197,153,1375
"Sukhothai",0,5,38,33,23,14,13,24,23,14,21,21,229
"Suphan Buri",11,12,18,21,43,59,56,99,93,105,125,58,700
"Surat Thani",3,1,2,2,1,3,4,6,3,3,4,0,32
"Surin",4,1,4,19,49,75,78,124,127,94,81,28,684
"Tak",17,6,11,15,66,130,148,122,94,48,45,43,745
"Trang",21,11,7,8,27,42,66,74,53,49,36,55,449
"Trat",2,4,13,14,33,33,41,18,25,12,24,11,230
"Ubon Ratchathani",13,6,16,40,98,204,357,488,342,146,168,44,1922
"Udon Thani",0,0,1,2,8,12,47,43,42,42,55,13,265
"Uthai Thani",0,2,2,12,21,39,64,71,60,41,35,7,354
"Uttaradit",1,0,0,0,2,2,3,17,7,4,3,0,39
"Yala",5,4,3,2,3,2,12,7,3,8,19,11,79
"Yasothon",6,2,1,5,9,45,42,127,82,47,12,8,386
