"area","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","total"
"Nakhon Sawan",2011,33,41,45,92,227,333,310,216,85,50,44,10,1486
"Nakhon Sawan",2012,12,12,15,22,21,105,115,136,144,222,217,119,1140
"Nakhon Sawan",2013,109,78,121,92,60,152,183,100,55,50,32,12,1044
"Nakhon Sawan",2014,7,8,9,9,12,44,39,34,29,18,23,9,241
"Nakhon Sawan",2015,11,11,19,36,92,172,168,191,165,148,142,67,1222
"Nakhon Sawan",2016,46,18,20,9,3,3,19,24,22,10,8,1,183
"Nakhon Sawan",2017,3,4,8,7,4,22,22,26,27,20,26,17,186
"Nakhon Sawan",2018,5,8,26,28,72,102,115,105,95,91,55,51,753
"Nakhon Sawan",2019,46,30,19,22,9,23,61,37,37,27,29,15,355
"Nakhon Sawan",2020,14,9,13,2,7,10,37,54,45,36,32,15,274
"Nakhon Si Thammarat",2011,66,40,52,25,33,36,30,39,40,15,29,19,424
"Nakhon Si Thammarat",2012,25,21,19,30,47,75,80,140,181,122,177,152,1069
"Nakhon Si Thammarat",2013,292,183,179,213,397,602,299,186,86,47,41,14,2539
"Nakhon Si Thammarat",2014,43,30,42,30,56,96,168,166,126,136,88,47,1028
"Nakhon Si Thammarat",2015,51,43,27,27,24,70,77,83,59,71,83,50,665
"Nakhon Si Thammarat",2016,67,40,19,9,15,17,37,76,76,101,105,61,623
"Nakhon Si Thammarat",2017,76,93,82,68,76,99,75,91,57,59,75,45,896
"Nakhon Si Thammarat",2018,47,72,67,57,119,102,137,129,91,85,92,83,1081
"Nakhon Si Thammarat",2019,83,82,55,64,78,155,152,126,102,89,66,52,1104
"Nakhon Si Thammarat",2020,19,23,13,1,7,17,32,25,13,2,2,1,155
"Nan",2011,0,1,0,2,5,4,4,3,4,1,0,0,24
"Nan",2012,0,0,1,1,10,8,10,6,4,7,8,6,61
"Nan",2013,10,9,4,9,9,37,29,22,12,3,6,0,150
"Nan",2014,0,0,1,2,17,19,7,10,4,0,0,0,60
"Nan",2015,0,0,1,4,23,22,27,25,13,4,4,3,126
"Nan",2016,0,1,1,1,6,6,4,1,2,1,6,1,30
"Nan",2017,2,2,0,2,2,14,11,12,9,6,2,2,64
"Nan",2018,1,6,0,4,12,17,18,11,7,6,2,2,86
"Nan",2019,1,3,3,3,7,21,12,4,11,9,6,1,81
"Nan",2020,2,2,1,17,10,11,13,3,3,7,1,0,70
"Narathiwat",2011,25,12,8,5,7,13,14,14,14,6,8,12,138
"Narathiwat",2012,6,11,11,4,11,19,16,21,13,23,34,37,206
"Narathiwat",2013,91,63,51,34,35,99,179,149,89,96,69,29,984
"Narathiwat",2014,43,31,14,20,8,33,80,104,125,109,94,44,705
