"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Nonthaburi",0,6,11,5,10,12,6,11,21,39,87,48,25,34,16,22,1,2016
"P.Nakhon S.Ayutthaya",0,1,11,3,6,5,7,8,28,46,62,59,27,11,11,9,0,2016
"Pathum Thani",0,1,2,2,1,4,6,6,25,39,55,34,17,12,3,4,0,2016
"Pattani",0,5,8,14,33,35,33,43,130,200,226,80,32,27,11,12,0,2016
"Phangnga",0,3,7,9,10,3,10,6,32,49,43,44,26,11,8,6,0,2016
"Phatthalung",0,1,9,14,13,11,18,23,96,174,198,80,48,37,21,13,0,2016
"Phayao",0,2,0,1,1,1,6,0,3,21,37,23,22,16,12,5,0,2016
"Phetchabun",0,0,2,3,12,11,9,21,51,108,132,95,58,33,18,15,1,2016
"Phetchaburi",0,6,8,5,11,10,16,16,39,54,80,35,23,15,10,4,1,2016
"Phichit",0,1,2,4,5,5,3,6,24,53,48,23,12,10,4,7,0,2016
"Phitsanulok",0,0,5,4,1,4,13,11,41,81,106,59,39,21,15,5,0,2016
"Phrae",0,1,0,0,0,4,2,1,7,15,29,11,11,4,3,5,0,2016
"Phuket",0,3,2,4,4,4,5,5,9,21,45,55,31,12,1,2,0,2016
"Prachin Buri",0,1,3,3,6,4,11,9,23,41,67,44,23,4,8,4,0,2016
"Prachuap Khiri Khan",0,1,0,1,5,4,6,14,28,40,44,12,14,6,3,4,0,2016
"Ranong",0,0,1,1,3,4,6,4,11,9,26,20,9,10,3,3,0,2016
"Ratchaburi",0,2,2,4,7,4,8,17,36,56,54,27,15,19,6,7,0,2016
"Rayong",0,0,2,8,4,10,9,9,37,67,97,113,73,38,8,5,0,2016
"Roi Et",0,3,6,8,18,21,30,42,143,205,186,61,33,22,12,8,0,2016
"Sa Kaeo",0,1,1,5,5,7,6,9,24,36,17,17,7,8,5,4,0,2016
"Sakon Nakhon",0,1,0,1,2,3,2,3,14,33,40,18,7,8,2,0,0,2016
"Samut Prakan",0,7,4,8,9,15,8,11,47,105,155,47,33,15,20,16,0,2016
"Samut Sakhon",0,9,7,12,15,11,11,14,33,44,49,31,25,13,9,11,0,2016
"Samut Songkhram",0,0,0,1,0,0,1,0,2,8,10,10,3,2,4,1,0,2016
"Saraburi",0,2,4,1,3,3,7,4,19,21,42,25,13,6,4,2,0,2016
"Satun",0,2,1,4,7,6,5,13,33,45,29,19,7,5,1,1,0,2016
"Si Sa Ket",0,4,7,14,26,19,32,39,135,223,217,92,61,38,31,21,0,2016
"Sing Buri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016
"Songkhla",0,16,18,31,51,52,81,70,228,383,449,187,98,53,24,15,0,2016
"Sukhothai",0,0,2,1,5,8,9,17,31,53,65,21,9,6,4,0,0,2016
"Suphan Buri",0,0,3,4,4,7,5,6,7,27,49,28,11,7,4,4,0,2016
"Surat Thani",0,2,12,8,7,4,3,8,46,77,162,66,38,18,4,1,0,2016
"Surin",0,11,9,26,49,62,63,90,302,464,316,98,70,55,29,20,0,2016
"Tak",0,4,3,4,5,10,12,12,43,83,94,53,33,20,18,8,0,2016
"Trang",0,0,0,1,2,1,4,4,8,13,37,23,17,6,2,3,0,2016
"Trat",0,0,0,2,3,1,2,3,12,21,36,23,22,14,9,6,0,2016
"Ubon Ratchathani",0,10,10,11,20,29,41,36,202,340,291,119,94,52,38,23,0,2016
"Udon Thani",0,0,2,0,2,3,4,3,5,12,19,6,6,2,2,1,0,2016
"Uthai Thani",0,0,0,3,2,5,4,8,15,21,27,13,17,6,6,2,0,2016
"Uttaradit",0,1,0,0,2,0,0,5,8,31,79,40,23,7,10,3,0,2016
"Yala",0,5,6,7,14,14,18,28,63,131,108,58,27,14,2,0,0,2016
"Yasothon",0,4,1,1,4,3,8,7,34,68,59,26,19,3,3,5,0,2016
