"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Maha Sarakham",0,1,5,5,21,17,28,31,102,199,205,39,23,13,7,1,0,2015
"Mukdahan",0,1,0,0,1,5,6,10,23,68,72,27,25,14,1,7,0,2015
"Nakhon Nayok",0,1,1,2,2,3,4,5,30,63,104,55,43,28,14,4,0,2015
"Nakhon Pathom",0,12,11,19,28,26,20,40,150,319,477,213,108,72,47,21,0,2015
"Nakhon Phanom",0,4,2,8,11,9,10,23,94,195,142,39,27,15,9,1,0,2015
"Nakhon Ratchasima",0,36,42,101,97,82,95,120,470,880,1097,435,219,159,74,26,0,2015
"Nakhon Sawan",0,10,27,28,53,48,54,61,251,538,743,294,145,79,60,31,0,2015
"Nakhon Si Thammarat",0,13,19,16,23,19,29,32,140,265,381,184,111,77,54,49,0,2015
"Nan",0,0,1,0,2,0,4,5,21,56,121,58,35,52,31,18,0,2015
"Narathiwat",0,2,0,5,5,6,5,9,24,66,74,48,27,26,13,7,0,2015
"Nong Bua Lam Phu",0,1,1,1,1,0,2,2,13,40,20,8,5,3,3,2,0,2015
"Nong Khai",0,1,2,4,3,5,7,7,14,38,41,17,14,10,2,1,0,2015
"Nonthaburi",0,7,4,9,18,14,11,21,72,175,293,165,111,87,64,30,0,2015
"P.Nakhon S.Ayutthaya",0,13,7,7,8,10,14,14,64,144,191,145,73,32,19,10,0,2015
"Pathum Thani",0,2,2,9,11,8,8,20,54,171,170,72,34,39,12,4,0,2015
"Pattani",0,2,1,1,1,7,2,5,20,33,39,17,6,7,3,3,0,2015
"Phangnga",0,4,2,5,10,11,11,11,45,89,130,59,31,31,27,12,0,2015
"Phatthalung",0,4,3,5,3,8,5,8,45,79,70,49,26,23,12,7,0,2015
"Phayao",0,0,0,1,2,3,1,5,14,42,80,30,22,19,26,5,0,2015
"Phetchabun",0,1,4,9,9,11,9,18,60,80,72,24,14,3,5,2,0,2015
"Phetchaburi",0,10,8,24,33,25,32,46,193,357,497,235,149,85,37,23,0,2015
"Phichit",0,6,11,10,9,14,15,15,72,122,144,66,49,24,22,8,0,2015
"Phitsanulok",0,2,5,8,10,11,12,14,82,207,252,98,56,42,22,15,0,2015
"Phrae",0,1,5,3,5,7,16,14,91,269,364,135,101,70,50,21,0,2015
"Phuket",0,4,3,2,4,2,1,3,16,30,94,84,51,17,8,4,0,2015
"Prachin Buri",0,7,8,15,26,18,30,42,154,316,484,249,116,83,44,22,0,2015
"Prachuap Khiri Khan",0,17,7,14,16,18,21,26,86,177,197,123,57,31,15,14,0,2015
"Ranong",0,1,2,1,7,5,6,9,25,49,69,31,14,13,3,3,0,2015
"Ratchaburi",0,28,22,31,47,59,64,84,344,756,783,362,186,130,64,32,0,2015
"Rayong",0,9,10,16,20,17,22,30,126,292,631,462,291,137,51,31,0,2015
"Roi Et",0,3,6,16,28,21,33,34,177,377,345,74,43,38,14,9,0,2015
"Sa Kaeo",0,8,3,10,17,13,29,22,131,233,223,57,57,24,19,14,0,2015
"Sakon Nakhon",0,3,3,2,5,4,8,19,76,194,163,36,16,12,5,1,0,2015
"Samut Prakan",0,14,20,15,29,28,21,37,152,327,430,159,97,69,34,20,0,2015
"Samut Sakhon",0,14,7,23,23,23,23,29,101,165,200,97,66,33,26,17,0,2015
"Samut Songkhram",0,1,0,2,0,2,2,6,30,54,202,104,68,29,22,18,0,2015
"Saraburi",0,3,2,3,4,5,10,13,43,118,179,96,73,43,17,8,0,2015
"Satun",0,0,0,2,0,4,1,4,13,25,21,10,7,2,0,0,0,2015
"Si Sa Ket",0,15,5,25,43,53,50,86,348,691,677,180,129,94,43,29,0,2015
"Sing Buri",0,0,0,0,0,0,0,0,0,3,6,3,2,3,3,1,0,2015
"Songkhla",0,7,10,10,13,14,28,31,98,177,201,84,58,25,7,11,0,2015
"Sukhothai",0,2,2,2,4,4,5,15,53,94,102,39,18,3,5,1,0,2015
"Suphan Buri",0,1,1,7,6,8,9,14,58,106,141,74,46,33,11,5,0,2015
"Surat Thani",0,1,2,2,6,8,6,6,43,85,169,87,35,11,7,3,0,2015
"Surin",0,11,11,27,47,44,74,85,321,637,454,106,71,63,34,25,0,2015
"Tak",0,8,4,17,31,21,28,34,125,252,383,212,125,99,42,28,0,2015
"Trang",0,0,0,2,0,0,2,3,5,13,10,11,5,2,2,2,0,2015
"Trat",0,4,6,6,15,7,10,11,65,109,163,105,81,57,21,15,0,2015
"Ubon Ratchathani",0,30,21,36,43,62,72,90,367,824,764,259,154,105,65,30,0,2015
"Udon Thani",0,1,1,2,4,4,2,3,6,24,34,13,4,4,4,0,0,2015
"Uthai Thani",0,3,4,7,15,17,17,32,124,285,324,174,100,44,37,25,0,2015
"Uttaradit",0,0,0,0,2,1,1,1,14,52,122,39,15,11,4,1,0,2015
"Yala",0,0,1,1,1,7,3,4,6,23,20,16,6,6,2,1,0,2015
"Yasothon",0,4,1,3,11,14,19,20,74,202,202,48,32,22,7,7,0,2015
