"area","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","total"
"Amnat Charoen",0,0,1,0,12,17,38,22,16,7,5,5,123
"Ang Thong",11,8,10,14,7,17,13,23,31,18,17,11,180
"Bangkok",99,74,100,77,71,123,277,386,394,602,811,569,3583
"Bungkan",1,16,4,7,14,15,19,14,7,9,8,8,122
"Buri Ram",7,2,10,20,48,162,168,127,180,132,86,59,1001
"Chachoengsao",14,12,11,19,28,61,105,110,100,95,53,17,625
"Chai Nat",5,17,17,16,11,11,21,9,19,17,41,33,217
"Chaiyaphum",6,12,12,27,55,105,109,68,50,16,28,21,509
"Chanthaburi",16,16,19,48,97,169,152,100,46,27,44,20,754
"Chiang Mai",10,15,4,14,48,105,169,225,230,270,155,101,1346
"Chiang Rai",2,5,1,6,29,99,115,135,91,112,103,89,787
"Chon Buri",18,15,16,27,24,30,55,86,94,71,95,59,590
"Chumphon",6,15,18,19,52,58,119,111,65,56,43,69,631
"Kalasin",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kamphaeng Phet",11,14,20,20,33,55,112,77,80,71,49,19,561
"Kanchanaburi",20,22,30,22,35,65,64,65,108,73,50,27,581
"Khon Kaen",25,19,32,30,67,127,136,97,125,100,103,99,960
"Krabi",18,40,64,83,83,78,69,56,47,50,59,51,698
"Lampang",1,5,3,2,5,36,41,38,11,9,20,17,188
"Lamphun",1,1,0,0,2,6,9,7,25,15,90,38,194
"Loei",0,9,2,8,82,137,101,42,43,42,32,46,544
"Lop Buri",24,33,31,30,29,44,108,181,182,111,39,0,812
"Mae Hong Son",0,0,1,0,1,16,19,11,8,14,10,3,83
"Maha Sarakham",4,6,10,15,30,72,114,109,148,141,111,69,829
"Mukdahan",1,1,1,0,12,35,27,17,11,14,10,14,143
"Nakhon Nayok",1,6,9,2,12,22,6,3,10,8,2,5,86
"Nakhon Pathom",23,21,26,15,12,35,72,59,58,69,69,60,519
"Nakhon Phanom",0,0,2,3,21,28,18,19,22,8,33,40,194
"Nakhon Ratchasima",28,19,25,46,124,214,237,182,108,169,213,122,1487
"Nakhon Sawan",12,11,18,10,35,112,118,146,139,171,167,106,1045
"Nakhon Si Thammarat",28,32,26,26,27,53,43,79,92,142,188,183,919
"Nan",0,1,0,0,6,34,40,31,14,12,9,3,150
"Narathiwat",19,26,14,7,13,11,5,16,5,18,36,27,197
"Nong Bua Lam Phu",0,2,3,4,28,29,28,15,7,6,10,9,141
"Nong Khai",1,1,1,1,3,19,1,7,8,3,5,9,59
"Nonthaburi",16,13,19,10,11,18,27,59,75,69,75,59,451
"P.Nakhon S.Ayutthaya",3,2,1,0,5,5,10,18,23,31,29,16,143
"Pathum Thani",4,13,8,8,9,11,27,53,52,41,68,49,343
"Pattani",5,3,4,2,7,8,10,14,6,17,17,26,119
"Phangnga",5,6,0,15,33,50,73,28,5,8,12,42,277
"Phatthalung",22,20,16,21,43,50,34,25,30,47,141,160,609
"Phayao",0,0,0,0,6,16,27,11,3,6,14,6,89
"Phetchabun",3,10,9,17,47,61,45,48,29,15,17,17,318
"Phetchaburi",16,15,14,24,40,108,99,57,35,31,35,20,494
"Phichit",6,18,25,10,23,26,32,83,48,46,33,15,365
"Phitsanulok",5,4,20,50,51,131,121,129,90,68,76,30,775
"Phrae",3,0,1,16,46,145,133,94,29,31,8,0,506
"Phuket",7,9,15,25,26,21,12,7,5,4,14,5,150
"Prachin Buri",7,15,15,33,70,80,112,113,92,59,24,12,632
"Prachuap Khiri Khan",10,11,14,14,22,24,34,30,17,27,13,12,228
"Ranong",5,9,36,15,15,12,20,6,5,2,6,7,138
"Ratchaburi",56,49,56,59,51,110,157,123,132,111,116,53,1073
"Rayong",36,26,36,37,82,150,196,191,120,67,103,105,1149
"Roi Et",7,4,4,9,40,88,102,94,124,107,95,72,746
"Sa Kaeo",5,10,15,10,29,67,60,61,77,35,32,16,417
"Sakon Nakhon",0,1,0,3,6,6,7,5,4,3,26,9,70
"Samut Prakan",18,20,11,19,20,36,31,42,37,41,88,73,436
"Samut Sakhon",30,17,32,31,35,44,60,61,70,87,112,80,659
"Samut Songkhram",6,11,8,4,8,18,18,29,12,28,11,19,172
"Saraburi",6,10,4,10,8,19,42,42,37,35,39,10,262
"Satun",18,11,14,12,32,21,23,19,14,24,33,15,236
"Si Sa Ket",7,10,28,35,72,149,172,138,144,130,86,64,1035
"Sing Buri",0,0,0,0,2,2,1,0,0,0,0,1,6
"Songkhla",46,47,23,41,92,93,99,80,74,144,279,206,1224
"Sukhothai",6,5,5,9,11,22,41,44,33,28,19,7,230
"Suphan Buri",10,10,17,18,5,4,27,19,4,54,43,42,253
"Surat Thani",23,29,36,37,56,107,134,145,97,111,153,107,1035
"Surin",5,18,22,40,85,192,297,242,285,255,86,21,1548
"Tak",10,9,6,3,18,39,109,67,47,52,61,35,456
"Trang",9,5,6,13,28,11,25,18,4,13,9,19,160
"Trat",15,4,14,26,34,38,31,30,35,22,7,8,264
"Ubon Ratchathani",1,1,8,10,34,44,48,35,52,46,51,34,364
"Udon Thani",1,0,2,2,6,11,25,23,17,16,27,7,137
"Uthai Thani",4,9,10,9,21,52,33,25,28,16,19,12,238
"Uttaradit",4,4,2,7,8,49,49,66,36,18,15,20,278
"Yala",5,4,7,12,15,9,14,18,22,39,41,36,222
"Yasothon",0,0,2,4,4,25,32,15,22,21,11,20,156
