LOC_ID,RADIUS,X,Y
12,1.5866214653,101.2003518952,13.1903860338
13,4.628745579204124,99.06277452649998,10.3453517241
17,0.0,102.5802935733,16.4069945998
20,2.7138963920999997,98.9558833113,18.1180821675
53,2.0685381564,101.4267100133,12.8552292107
54,0.0,103.81639219389999,15.918132100200001
6,1.4908563875,101.4302883787,13.6060072502
