LOC_ID,RADIUS,X,Y
21,1.1674164924,101.6343655829,17.4038232277
49,0.0,101.6493631203,14.0504309379
50,1.9991713789,99.6355242869,11.9461992477
54,0.9262489472,103.8163921939,15.9181321002
69,3.6620736051,98.7910500445,16.7149524965
