NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,0,3,3,1,1,1,0,1,0,1
Ang Thong,3,0,0,0,3,1,0,0,1,0,1,0
Bangkok Metropolis,3,0,0,0,3,1,0,0,1,0,1,0
Bueng Kan,0,0,0,3,3,1,1,1,0,1,0,1
Buri Ram,0,0,0,3,3,1,1,1,0,1,0,1
Chachoengsao,3,0,0,0,3,1,0,0,1,0,1,0
Chai Nat,3,0,0,0,3,1,0,0,1,0,1,0
Chaiyaphum,0,0,0,3,3,1,1,1,0,1,0,1
Chanthaburi,3,0,0,0,3,1,0,0,1,0,1,0
Chiang Mai,3,0,0,0,3,1,0,0,1,0,1,0
Chiang Rai,3,0,0,0,3,1,0,0,1,0,1,0
Chon Buri,3,0,0,0,3,1,0,0,1,0,1,0
Chumphon,3,0,0,0,3,1,0,0,1,0,1,0
Kalasin,0,0,0,3,3,1,1,1,0,1,0,1
Kamphaeng Phet,3,0,0,0,3,1,0,0,1,0,1,0
Kanchanaburi,3,0,0,0,3,1,0,0,1,0,1,0
Khon Kaen,3,0,0,0,3,1,0,0,1,0,1,0
Krabi,3,0,0,0,3,1,0,0,1,0,1,0
Lampang,3,0,0,0,3,1,0,0,1,0,1,0
Lamphun,3,0,0,0,3,1,0,0,1,0,1,0
Loei,0,0,0,3,3,1,1,1,0,1,0,1
Lop Buri,3,0,0,0,3,1,0,0,1,0,1,0
Mae Hong Son,3,0,0,0,3,1,0,0,1,0,1,0
Maha Sarakham,0,0,0,3,3,1,1,1,0,1,0,1
Mukdahan,0,0,0,3,3,1,1,1,0,1,0,1
Nakhon Nayok,3,0,0,0,3,1,0,0,1,0,1,0
Nakhon Pathom,3,0,0,0,3,1,0,0,1,0,1,0
Nakhon Phanom,0,0,0,3,3,1,1,1,0,1,0,1
Nakhon Ratchasima,0,0,0,3,3,1,1,1,0,1,0,1
Nakhon Sawan,3,0,0,0,3,1,0,0,1,0,1,0
Nakhon Si Thammarat,3,0,0,0,3,1,0,0,1,0,1,0
Nan,3,0,0,0,3,1,0,0,1,0,1,0
Narathiwat,3,0,0,0,3,1,0,0,1,0,1,0
Nong Bua Lam Phu,0,0,0,3,3,1,1,1,0,1,0,1
Nong Khai,0,0,0,3,3,1,1,1,0,1,0,1
Nonthaburi,3,0,0,0,3,1,0,0,1,0,1,0
Pathum Thani,3,0,0,0,3,1,0,0,1,0,1,0
Pattani,3,0,0,0,3,1,0,0,1,0,1,0
Phangnga,3,0,0,0,3,1,0,0,1,0,1,0
Phatthalung,3,0,0,0,3,1,0,0,1,0,1,0
Phayao,3,0,0,0,3,1,0,0,1,0,1,0
Phetchabun,0,0,3,0,3,0,0,0,0,0,0,0
Phetchaburi,3,0,0,0,3,1,0,0,1,0,1,0
Phichit,3,0,0,0,3,1,0,0,1,0,1,0
Phitsanulok,3,0,0,0,3,1,0,0,1,0,1,0
Phra Nakhon Si Ayutthaya,3,0,0,0,3,1,0,0,1,0,1,0
Phrae,3,0,0,0,3,1,0,0,1,0,1,0
Phuket,3,0,0,0,3,1,0,0,1,0,1,0
Prachin Buri,3,0,0,0,3,1,0,0,1,0,1,0
Prachuap Khiri Khan,3,0,0,0,3,1,0,0,1,0,1,0
Ranong,3,0,0,0,3,1,0,0,1,0,1,0
Ratchaburi,3,0,0,0,3,1,0,0,1,0,1,0
Rayong,3,0,0,0,3,1,0,0,1,0,1,0
Roi Et,3,0,0,0,3,1,0,0,1,0,1,0
Sa Kaeo,3,0,0,0,3,1,0,0,1,0,1,0
Sakon Nakhon,0,0,0,3,3,1,1,1,0,1,0,1
Samut Prakan,3,0,0,0,3,1,0,0,1,0,1,0
Samut Sakhon,3,0,0,0,3,1,0,0,1,0,1,0
Samut Songkhram,3,0,0,0,3,1,0,0,1,0,1,0
Saraburi,3,0,0,0,3,1,0,0,1,0,1,0
Satun,3,0,0,0,3,1,0,0,1,0,1,0
Si Sa Ket,0,0,0,3,3,1,1,1,0,1,0,1
Sing Buri,3,0,0,0,3,1,0,0,1,0,1,0
Songkhla,3,0,0,0,3,1,0,0,1,0,1,0
Sukhothai,3,0,0,0,3,1,0,0,1,0,1,0
Suphan Buri,3,0,0,0,3,1,0,0,1,0,1,0
Surat Thani,3,0,0,0,3,1,0,0,1,0,1,0
Surin,0,0,0,3,3,1,1,1,0,1,0,1
Tak,3,0,0,0,3,1,0,0,1,0,1,0
Trang,3,0,0,0,3,1,0,0,1,0,1,0
Trat,3,0,0,0,3,1,0,0,1,0,1,0
Ubon Ratchathani,0,0,0,3,3,1,1,1,0,1,0,1
Udon Thani,0,0,0,3,3,1,1,1,0,1,0,1
Uthai Thani,3,0,0,0,3,1,0,0,1,0,1,0
Uttaradit,3,0,0,0,3,1,0,0,1,0,1,0
Yala,3,0,0,0,3,1,0,0,1,0,1,0
Yasothon,0,0,0,3,3,1,1,1,0,1,0,1
