LOC_ID,RADIUS,X,Y
26,0.6565757941,101.1719497588,14.215533197
32,1.4205401887,100.8349010647,18.8458990459
37,0.0,100.683257167,14.0640310035
43,2.8300385549,99.6193674015,12.9465440601
45,3.099953356,100.5445957873,16.9822402796
5,1.6621739435,102.9589596881,14.8197458431
6,0.0,101.4302883787,13.6060072502
62,1.6585684918,104.3713887776,14.8559466522
66,0.5427520443,99.8919178386,14.6057169258
69,2.9526700103,98.7910500445,16.7149524965
