"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Lop Buri",0,1,0,4,2,3,4,4,20,54,82,24,10,8,3,7,0,2014
"Mae Hong Son",0,0,0,0,0,3,1,3,6,23,49,26,19,10,9,7,0,2014
"Maha Sarakham",0,0,1,1,2,3,5,1,8,25,34,8,6,5,4,2,0,2014
"Mukdahan",0,0,0,0,0,0,1,0,3,4,11,3,4,2,0,0,0,2014
"Nakhon Nayok",0,0,0,0,0,0,0,1,4,4,16,6,6,3,3,1,0,2014
"Nakhon Pathom",0,4,0,7,4,4,2,7,26,86,135,63,36,33,10,7,0,2014
"Nakhon Phanom",0,0,1,0,0,1,5,7,7,13,9,1,2,5,2,1,0,2014
"Nakhon Ratchasima",0,3,1,9,2,9,8,10,41,113,137,51,20,14,7,8,0,2014
"Nakhon Sawan",0,3,4,4,5,3,3,3,20,40,85,30,21,9,7,4,0,2014
"Nakhon Si Thammarat",0,13,7,13,22,13,20,38,86,188,274,154,86,46,34,34,0,2014
"Nan",0,0,0,1,0,1,1,2,5,8,21,3,8,5,4,1,0,2014
"Narathiwat",0,4,3,7,5,3,6,10,31,82,188,161,91,71,28,15,0,2014
"Nong Bua Lam Phu",0,0,0,1,2,1,0,0,2,4,5,0,2,0,0,2,0,2014
"Nong Khai",0,0,1,5,6,4,1,7,18,28,12,6,5,2,1,1,0,2014
"Nonthaburi",0,2,2,1,2,1,4,4,12,30,66,42,21,19,12,11,0,2014
"P.Nakhon S.Ayutthaya",0,1,0,0,0,1,1,7,20,36,76,33,20,10,5,2,0,2014
"Pathum Thani",0,0,4,6,1,3,2,4,8,33,66,34,15,16,4,2,0,2014
"Pattani",0,24,11,17,27,24,33,37,112,259,287,138,62,34,20,7,0,2014
"Phangnga",0,4,1,2,1,1,0,2,7,8,11,15,8,4,3,1,0,2014
"Phatthalung",0,1,1,3,1,4,1,5,7,26,71,24,29,17,8,8,0,2014
"Phayao",0,0,0,0,0,0,0,0,3,1,6,8,1,4,0,1,0,2014
"Phetchabun",0,3,2,2,1,2,3,5,17,35,34,10,5,5,1,2,0,2014
"Phetchaburi",0,0,1,2,3,0,3,8,20,33,41,27,14,8,4,4,0,2014
"Phichit",0,0,0,2,4,2,5,1,13,26,29,11,10,5,4,4,0,2014
"Phitsanulok",0,0,0,1,2,0,0,0,4,11,11,7,5,1,3,2,0,2014
"Phrae",0,1,0,0,1,0,1,1,6,9,38,11,8,4,3,0,0,2014
"Phuket",0,4,2,2,7,7,7,3,23,42,133,101,49,21,15,7,0,2014
"Prachin Buri",0,0,0,0,1,1,1,3,6,21,31,14,10,4,3,1,0,2014
"Prachuap Khiri Khan",0,1,0,1,2,3,1,2,11,18,25,18,12,6,5,2,0,2014
"Ranong",0,0,0,0,3,0,0,1,2,6,3,3,0,5,0,0,0,2014
"Ratchaburi",0,2,1,1,3,6,6,5,24,73,146,48,31,17,8,6,0,2014
"Rayong",0,4,5,5,9,6,8,7,34,94,115,100,66,21,10,3,0,2014
"Roi Et",0,0,0,1,1,3,0,3,11,28,29,7,7,3,0,3,0,2014
"Sa Kaeo",0,2,0,0,1,1,1,2,13,17,7,3,1,2,1,1,0,2014
"Sakon Nakhon",0,0,0,0,0,0,0,0,3,4,0,2,2,0,1,0,0,2014
"Samut Prakan",0,1,5,6,3,9,7,8,34,54,156,75,52,32,14,6,0,2014
"Samut Sakhon",0,6,1,4,2,6,4,2,20,43,62,33,17,8,12,5,0,2014
"Samut Songkhram",0,0,0,0,0,1,0,1,2,4,11,7,9,2,1,1,0,2014
"Saraburi",0,1,1,0,4,1,0,6,17,55,82,48,32,13,4,2,0,2014
"Satun",0,1,1,1,1,1,1,3,4,13,19,8,3,4,2,0,0,2014
"Si Sa Ket",0,1,1,3,0,2,6,3,14,26,37,9,6,5,5,3,0,2014
"Sing Buri",0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2014
"Songkhla",0,10,8,10,21,19,14,31,91,196,300,159,76,48,27,18,0,2014
"Sukhothai",0,0,4,1,2,0,3,3,13,19,27,8,6,3,2,0,0,2014
"Suphan Buri",0,2,1,2,4,3,3,2,18,32,47,16,8,13,6,1,0,2014
"Surat Thani",0,1,0,1,1,1,0,1,3,6,11,9,0,1,0,1,0,2014
"Surin",0,1,3,2,4,0,4,5,13,42,31,9,7,8,1,1,0,2014
"Tak",0,0,3,5,3,3,5,2,10,30,50,16,13,6,2,3,0,2014
"Trang",0,3,3,2,7,4,4,12,23,61,125,62,34,26,9,9,0,2014
"Trat",0,1,0,0,0,0,1,0,2,3,9,14,5,3,3,0,0,2014
"Ubon Ratchathani",0,4,3,5,3,6,1,8,21,42,37,15,13,7,2,4,0,2014
"Udon Thani",0,1,0,0,0,0,1,3,9,7,7,4,2,1,1,0,0,2014
"Uthai Thani",0,0,0,0,1,1,0,1,4,11,22,15,2,1,1,1,0,2014
"Uttaradit",0,0,0,0,0,0,0,1,0,1,11,2,0,0,0,0,0,2014
"Yala",0,3,1,1,9,5,2,6,25,44,61,24,18,10,10,2,0,2014
"Yasothon",0,1,0,1,2,2,2,2,11,11,16,4,2,0,1,0,0,2014
