"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Prachin Buri",0,1,0,0,0,0,0,1,4,4,7,10,3,5,1,1,0,2016
"Prachuap Khiri Khan",0,2,2,1,4,2,4,7,9,25,36,22,12,2,4,0,0,2016
"Ranong",0,1,0,0,0,1,0,0,2,2,5,3,2,1,1,0,0,2016
"Ratchaburi",0,2,0,0,2,2,2,0,8,15,34,24,17,11,4,5,0,2016
"Rayong",0,2,2,3,3,2,5,4,20,52,127,105,49,31,13,6,0,2016
"Roi Et",0,3,0,2,3,7,6,12,36,104,119,38,28,8,6,3,0,2016
"Sa Kaeo",0,2,0,0,2,5,2,2,6,18,21,8,3,4,0,1,0,2016
"Sakon Nakhon",0,5,0,2,5,0,1,5,17,37,62,48,14,15,6,4,0,2016
"Samut Prakan",0,2,2,3,7,5,8,4,23,67,157,61,40,26,21,7,0,2016
"Samut Sakhon",0,2,0,3,2,2,2,5,13,13,29,23,15,10,3,6,0,2016
"Samut Songkhram",0,0,0,0,0,0,0,1,0,0,5,8,7,5,0,1,0,2016
"Saraburi",0,0,0,1,0,0,1,2,5,10,18,22,13,8,4,3,0,2016
"Satun",0,1,1,3,3,8,6,2,26,36,44,17,12,1,2,1,0,2016
"Si Sa Ket",0,1,0,1,2,4,7,9,32,45,81,32,25,11,12,8,0,2016
"Sing Buri",0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2016
"Songkhla",1,73,33,46,62,73,89,105,390,724,1033,531,276,133,65,39,0,2016
"Sukhothai",0,0,1,0,2,1,1,4,6,18,21,12,7,3,2,0,0,2016
"Suphan Buri",0,1,2,1,4,3,3,1,16,26,48,37,13,16,9,4,0,2016
"Surat Thani",0,1,0,0,0,0,5,1,3,8,8,6,1,1,0,0,0,2016
"Surin",0,4,1,5,10,18,12,15,70,155,136,54,35,22,4,3,0,2016
"Tak",0,1,3,2,3,2,6,4,18,58,75,56,35,19,12,5,0,2016
"Trang",0,2,2,4,10,7,4,11,39,110,200,105,77,39,18,8,0,2016
"Trat",0,2,0,0,0,2,0,0,3,6,17,16,12,9,7,2,0,2016
"Ubon Ratchathani",0,5,7,5,9,10,9,17,64,179,246,97,59,48,26,14,0,2016
"Udon Thani",0,0,0,5,0,1,1,6,12,23,30,7,8,5,3,4,0,2016
"Uthai Thani",0,0,0,0,2,2,2,0,2,3,13,11,3,2,2,0,0,2016
"Uttaradit",0,0,0,0,1,0,0,0,2,4,12,2,1,1,1,0,0,2016
"Yala",0,5,2,5,5,8,2,10,35,59,125,54,25,8,2,2,0,2016
"Yasothon",0,0,0,1,1,0,1,0,5,18,37,11,11,5,1,1,0,2016
