NAME_1,total_1,total_2,total_3,total_4,total_5,total_6,total_7,total_8,total_9,total_10,total_11,total_12,total_13,total_14,total_15,total_16,total_17,total_18,total_19,total_20,total_21,total_22,total_23,total_24,total_25,total_26,total_27,total_28,total_29,total_30,total_31,total_32,total_33,total_34,total_35,total_36,total_37,total_38,total_39,total_40,total_41,total_42,total_43,total_44,total_45,total_46,total_47,total_48,total_49,total_50,total_51,total_52,total_53,total_54,total_55,total_56,total_57,total_58,total_59,total_60,total_61,total_62,total_63,total_64,total_65,total_66,total_67,total_68,total_69,total_70,total_71,total_72,total_73,total_74,total_75,total_76,total_77,total_78,total_79,total_80,total_81,total_82,total_83,total_84,total_85,total_86,total_87,total_88,total_89,total_90,total_91,total_92,total_93,total_94,total_95,total_96,total_97,total_98,total_99,total_100
Amnat Charoen,1.2292009709688398,0.9723530068857987,0.9356604405882214,0.8255827416954895,1.0824307057785307,1.2108546878200512,0.6788124765051802,0.8806215911418555,1.0273918563321647,0.8989678742906441,1.009045573183376,0.8072364585467008,1.119123272076108,1.0824307057785307,1.2108546878200512,1.0457381394809533,0.9723530068857987,1.009045573183376,1.009045573183376,0.95400672373701,0.8989678742906441,0.9173141574394328,0.9173141574394328,1.009045573183376,0.8806215911418555,0.8622753079930667,0.9723530068857987,1.2108546878200512,0.7155050428027575,0.8622753079930667,0.8255827416954895,1.1374695552248966,0.9906992900345873,1.0824307057785307,1.1558158383736852,0.9356604405882214,0.9723530068857987,1.174162121522474,0.9906992900345873,0.9173141574394328,0.95400672373701,1.009045573183376,1.009045573183376,1.119123272076108,1.0824307057785307,1.1558158383736852,0.8989678742906441,1.2292009709688398,1.2292009709688398,0.8255827416954895,1.1374695552248966,0.8072364585467008,1.1007769889273193,1.009045573183376,0.9906992900345873,1.064084422629742,0.9906992900345873,0.9723530068857987,0.8806215911418555,0.9356604405882214,0.9356604405882214,1.2108546878200512,1.1007769889273193,0.7888901753979122,1.0273918563321647,0.8439290248442781,0.8989678742906441,0.95400672373701,0.8439290248442781,1.009045573183376,1.1374695552248966,0.8989678742906441,1.3025861035639945,0.7338513259515462,1.0824307057785307,0.8255827416954895,1.1007769889273193,1.2108546878200512,0.8255827416954895,0.9173141574394328,0.8255827416954895,1.009045573183376,0.8072364585467008,1.3392786698615717,0.8989678742906441,1.284239820415206,0.7705438922491235,0.95400672373701,0.9173141574394328,1.1558158383736852,0.95400672373701,0.9906992900345873,1.3025861035639945,0.8806215911418555,1.1007769889273193,1.1007769889273193,0.8622753079930667,0.8622753079930667,0.7705438922491235,1.0457381394809533
Ang Thong,0.9731382891827168,0.9212375804263053,1.219666655775672,1.063964529506437,0.8952872260480995,1.323468073288495,0.9212375804263053,1.1158652382628487,0.9861134663718197,0.9861134663718197,0.9212375804263053,1.219666655775672,0.8823120488589966,1.1288404154519516,0.9731382891827168,1.1028900610737458,0.8174361629134822,0.8952872260480995,0.8563616944807908,0.6617340366442475,1.1288404154519516,1.0250389979391283,0.8433865172916879,0.9601631119936139,0.8823120488589966,0.8952872260480995,1.07693970669554,0.9731382891827168,1.1028900610737458,1.0509893523173341,1.0120638207500254,1.0250389979391283,0.947187934804511,1.1807411242083632,0.9731382891827168,1.063964529506437,0.9861134663718197,0.9731382891827168,1.0120638207500254,0.8693368716698937,0.9601631119936139,0.8563616944807908,0.8952872260480995,1.1418155926410545,1.0899148838846429,1.0250389979391283,0.7914858085352764,0.9731382891827168,0.9861134663718197,0.8174361629134822,0.9731382891827168,1.063964529506437,0.9601631119936139,0.9601631119936139,0.8563616944807908,0.9731382891827168,0.9601631119936139,0.9731382891827168,0.8304113401025851,0.9990886435609226,1.1677659470192603,0.9861134663718197,0.9342127576154082,0.8563616944807908,1.0120638207500254,1.07693970669554,0.8304113401025851,0.8952872260480995,1.1158652382628487,0.8044609857243793,0.9731382891827168,1.297517718910289,0.9861134663718197,1.193716301397466,1.0380141751282312,0.9082624032372024,0.9601631119936139,1.0250389979391283,1.07693970669554,1.1158652382628487,1.0250389979391283,0.9731382891827168,1.0380141751282312,0.9861134663718197,0.947187934804511,1.07693970669554,0.9990886435609226,1.193716301397466,0.9990886435609226,0.8563616944807908,1.0509893523173341,1.1158652382628487,0.8693368716698937,0.9990886435609226,0.9212375804263053,0.9861134663718197,1.1418155926410545,0.9731382891827168,0.7785106313461735,0.8823120488589966
Bangkok Metropolis,0.8511384325032938,0.989448427785079,0.8724168933158761,1.0532838102228261,0.9149738149410408,0.9788091973787879,0.989448427785079,0.9149738149410408,1.1277584230668642,1.0000876581913702,0.9468915061599144,1.106479962254282,0.8830561237221674,0.9149738149410408,0.9788091973787879,1.1490368838794467,1.0213661190039525,1.0958407318479908,1.106479962254282,0.7979422804718379,1.1383976534731555,1.0213661190039525,1.0107268885976615,1.1277584230668642,1.0213661190039525,0.9468915061599144,1.0320053494102437,1.0532838102228261,0.8511384325032938,1.042644579816535,0.8404992020970026,1.0107268885976615,1.0213661190039525,1.2235114967234848,1.0107268885976615,0.8192207412844202,1.1809545750983201,1.117119192660573,1.0639230406291171,0.9575307365662055,1.0852015014416996,1.2235114967234848,0.9788091973787879,1.3724607224115613,1.0639230406291171,1.042644579816535,1.0000876581913702,0.8404992020970026,1.0000876581913702,1.117119192660573,1.0958407318479908,1.0320053494102437,1.0532838102228261,0.8936953541284585,1.0958407318479908,1.0107268885976615,0.9043345845347497,0.9149738149410408,1.0213661190039525,0.9468915061599144,0.9043345845347497,0.8936953541284585,1.0745622710354084,1.0852015014416996,1.0213661190039525,0.9149738149410408,1.0213661190039525,0.9468915061599144,0.9149738149410408,1.042644579816535,1.0000876581913702,1.2447899575360672,1.0213661190039525,0.9149738149410408,0.7553853588466732,0.8724168933158761,1.1490368838794467,1.0852015014416996,0.8830561237221674,0.9043345845347497,0.989448427785079,1.0107268885976615,0.8936953541284585,0.8724168933158761,0.8936953541284585,1.042644579816535,1.0107268885976615,1.1809545750983201,0.9468915061599144,0.9468915061599144,1.0000876581913702,1.1809545750983201,1.1490368838794467,0.8085815108781291,1.042644579816535,0.9468915061599144,1.042644579816535,1.0958407318479908,0.9681699669724967,0.8936953541284585
Bueng Kan,0.9470506702268736,1.183813337783592,1.065432004005233,0.7694786695593349,1.0210390038383481,0.9766460036714635,0.9618483369491686,1.0950273374498227,1.0062413371160532,1.1986110045058869,1.0506343372829379,0.9174553367822839,1.065432004005233,1.1542180043390022,0.9322530035045787,1.035836670560643,0.9914436703937584,1.0950273374498227,0.902657670059989,1.1098250041721176,0.9914436703937584,0.8730623366153991,1.1542180043390022,0.9766460036714635,0.7250856693924501,1.1542180043390022,0.9174553367822839,0.7842763362816297,0.9618483369491686,0.8878600033376941,1.035836670560643,1.065432004005233,0.902657670059989,1.1394203376167074,1.0210390038383481,0.9914436703937584,0.8434670031708094,0.8434670031708094,1.1246226708944125,1.1542180043390022,1.0210390038383481,0.7990740030039246,0.9618483369491686,1.2873970048396564,0.9322530035045787,1.065432004005233,1.0950273374498227,1.0506343372829379,0.9174553367822839,0.9914436703937584,1.1690156710612971,0.9174553367822839,1.065432004005233,1.1098250041721176,0.8730623366153991,1.0950273374498227,1.0950273374498227,1.4057783386180156,0.9914436703937584,1.1690156710612971,1.035836670560643,1.1986110045058869,1.0062413371160532,1.1394203376167074,1.0950273374498227,0.9914436703937584,0.9914436703937584,1.1542180043390022,1.1246226708944125,0.9470506702268736,1.0802296707275278,1.065432004005233,0.9174553367822839,0.902657670059989,0.9914436703937584,0.7990740030039246,1.065432004005233,0.7990740030039246,1.0802296707275278,0.9322530035045787,1.035836670560643,0.8730623366153991,1.1246226708944125,1.065432004005233,0.6215020023363859,0.8434670031708094,1.065432004005233,0.8878600033376941,1.0062413371160532,0.8434670031708094,0.9322530035045787,1.0950273374498227,0.9914436703937584,0.9174553367822839,0.8138716697262195,1.0506343372829379,0.8878600033376941,0.9322530035045787,0.9914436703937584,0.8730623366153991
Buri Ram,1.06394533706384,0.8026254297148268,1.06394533706384,0.8212911373826134,0.9892825063926934,1.00794821406048,0.89595396805376,1.00794821406048,0.8026254297148268,1.0452796293960533,0.9706167987249068,0.7839597220470401,1.06394533706384,0.9146196757215468,0.9706167987249068,1.1386081677349869,0.8772882603859734,1.0826110447316268,1.1386081677349869,0.9706167987249068,0.9892825063926934,1.1012767523994134,0.9146196757215468,1.3999280750840002,1.1946052907383469,1.00794821406048,0.89595396805376,1.1946052907383469,1.1199424600672,1.0266139217282668,1.1199424600672,0.8586225527181868,1.0266139217282668,0.9332853833893334,0.8212911373826134,1.1199424600672,0.8586225527181868,0.9706167987249068,0.8772882603859734,0.8026254297148268,0.6719654760403201,0.7839597220470401,1.1386081677349869,0.9332853833893334,0.8399568450504001,0.9519510910571201,0.8772882603859734,1.1572738754027734,0.8586225527181868,1.00794821406048,0.8026254297148268,1.1759395830705601,1.1199424600672,0.9332853833893334,1.1572738754027734,0.9332853833893334,1.1572738754027734,0.9706167987249068,0.7839597220470401,0.9146196757215468,0.9332853833893334,1.0826110447316268,0.8772882603859734,0.9519510910571201,1.1012767523994134,0.8772882603859734,1.00794821406048,1.2319367060739201,1.1572738754027734,0.7839597220470401,0.8026254297148268,1.1759395830705601,1.1199424600672,1.0826110447316268,0.8772882603859734,0.9332853833893334,0.9706167987249068,1.0452796293960533,0.9519510910571201,0.9332853833893334,0.9519510910571201,0.8212911373826134,1.0826110447316268,1.2879338290772802,1.1386081677349869,0.8586225527181868,0.9706167987249068,1.2132709984061334,1.0266139217282668,0.9332853833893334,1.0452796293960533,0.8586225527181868,1.1012767523994134,0.8772882603859734,0.9706167987249068,1.1199424600672,0.7466283067114667,1.1386081677349869,0.8772882603859734,1.1199424600672
Chachoengsao,0.935257150859487,1.1246763206538135,0.8523862640744692,0.9115797546351962,0.9707732451959232,1.1246763206538135,1.0062893395323596,1.0062893395323596,1.1483537168781044,1.0062893395323596,0.9944506414202141,1.1483537168781044,1.0654828300930865,1.2193859055509768,1.0654828300930865,0.9944506414202141,0.8523862640744692,1.0299667357566502,1.195708509326686,1.0418054338687956,0.8405475659623238,1.0891602263173774,0.9115797546351962,1.1838698112145405,1.2312246036631223,0.9234184527473417,1.0654828300930865,1.0418054338687956,0.9470958489716325,1.077321528205232,1.1483537168781044,0.9826119433080687,0.9470958489716325,0.9589345470837779,1.1009989244295226,1.0299667357566502,0.9707732451959232,1.136515018765959,1.2904180942238492,0.935257150859487,0.935257150859487,1.053644131980941,0.87606366029876,0.87606366029876,1.0062893395323596,0.9589345470837779,0.935257150859487,1.112837622541668,1.0299667357566502,1.0418054338687956,1.0299667357566502,1.0299667357566502,0.7339992829530152,0.9234184527473417,0.9234184527473417,0.9826119433080687,1.077321528205232,0.7813540754015967,0.9115797546351962,0.8879023584109054,1.112837622541668,1.0654828300930865,1.0062893395323596,0.8050314716258876,0.9115797546351962,1.1838698112145405,0.9707732451959232,1.1601924149902498,1.172031113102395,1.0891602263173774,1.112837622541668,0.8997410565230508,1.2430633017752677,0.8879023584109054,0.9944506414202141,1.136515018765959,0.9826119433080687,1.2193859055509768,0.9826119433080687,0.757676679177306,1.2075472074388314,0.935257150859487,0.9234184527473417,1.077321528205232,0.8642249621866146,1.0654828300930865,0.8642249621866146,0.9707732451959232,0.9589345470837779,1.0418054338687956,0.8287088678501784,0.9707732451959232,0.9707732451959232,1.077321528205232,0.9589345470837779,0.7931927735137422,0.9826119433080687,0.9826119433080687,1.112837622541668,0.9470958489716325
Chai Nat,1.0264541837251036,1.1508728726614799,0.8864831586716804,0.9953495114910096,0.7776168058523512,0.8398261503205393,1.0109018476080565,0.9020354947887274,1.0264541837251036,0.9331401670228214,1.0575588559591977,0.9175878309057744,1.0731111920762446,1.0109018476080565,0.9953495114910096,0.9020354947887274,1.0575588559591977,1.1197682004273857,0.9642448392569155,1.0420065198421506,1.321948569948997,0.8864831586716804,1.0264541837251036,1.1508728726614799,1.0109018476080565,1.197529881012621,0.9642448392569155,1.1353205365444328,0.8864831586716804,0.9020354947887274,1.2130822171296678,1.0575588559591977,1.0109018476080565,0.7931691419693983,0.9175878309057744,0.7309597975012101,0.9020354947887274,1.1042158643103388,0.9331401670228214,0.8864831586716804,0.9331401670228214,1.0731111920762446,0.9797971753739625,1.0420065198421506,0.7620644697353042,0.9797971753739625,0.9642448392569155,0.7465121336182572,1.0109018476080565,1.0264541837251036,1.1353205365444328,0.9797971753739625,0.9175878309057744,1.1197682004273857,0.9486925031398684,0.9642448392569155,0.9953495114910096,0.8864831586716804,0.7931691419693983,1.2130822171296678,1.1508728726614799,0.9331401670228214,0.9797971753739625,1.1508728726614799,1.2597392254808089,1.0575588559591977,0.9486925031398684,1.3530532421830912,0.8864831586716804,0.9953495114910096,0.8864831586716804,1.244186889363762,1.1042158643103388,1.0731111920762446,0.8864831586716804,0.9331401670228214,1.1819775448955738,0.9175878309057744,1.0264541837251036,0.9020354947887274,0.9020354947887274,0.8242738142034923,0.8242738142034923,1.0264541837251036,0.9642448392569155,0.9331401670228214,0.9642448392569155,0.8864831586716804,0.8087214780864452,1.1353205365444328,0.9020354947887274,1.1042158643103388,0.8553784864375863,0.8864831586716804,1.1353205365444328,1.1664252087785267,1.0109018476080565,0.9486925031398684,1.0264541837251036,0.8087214780864452
Chaiyaphum,0.8956180131652246,0.9578137085239208,1.0573268210978346,1.082205099241313,1.1444007946000092,0.9329354303804422,0.9951311257391384,0.8583005959500069,1.0697659601695737,1.0324485429543562,1.1070833773847915,1.0075702648108777,0.97025284759566,1.0324485429543562,1.1444007946000092,1.2314747681021838,1.0448876820260953,0.8334223178065284,0.9453745694521815,0.9453745694521815,0.8334223178065284,1.0200094038826168,0.9453745694521815,0.97025284759566,0.8209831787347892,0.9826919866673992,0.920496291308703,1.0697659601695737,0.6592743708021792,0.920496291308703,0.8458614568782676,1.0075702648108777,0.9578137085239208,0.9329354303804422,1.0324485429543562,1.0324485429543562,1.0075702648108777,0.9329354303804422,0.9578137085239208,1.0573268210978346,1.0200094038826168,0.97025284759566,0.8831788740934854,1.0200094038826168,0.9453745694521815,1.0448876820260953,1.0075702648108777,1.0697659601695737,1.0448876820260953,1.2563530462456622,0.9453745694521815,0.8707397350217462,0.9826919866673992,1.0573268210978346,0.8707397350217462,0.8334223178065284,0.8956180131652246,1.1319616555282699,1.1568399336717485,0.8458614568782676,0.7463483443043538,0.9578137085239208,1.0448876820260953,1.0448876820260953,0.920496291308703,0.8956180131652246,0.8831788740934854,0.9453745694521815,1.0324485429543562,1.0697659601695737,1.0946442383130524,1.0448876820260953,0.97025284759566,1.0573268210978346,1.0448876820260953,0.9329354303804422,0.97025284759566,1.1568399336717485,1.0448876820260953,0.9826919866673992,0.7339092052326146,1.0573268210978346,0.7836657615195715,0.920496291308703,1.0200094038826168,1.0448876820260953,1.1070833773847915,1.0946442383130524,0.8831788740934854,1.0697659601695737,1.0946442383130524,1.0324485429543562,0.8831788740934854,1.0324485429543562,1.0075702648108777,1.2687921853174016,0.8831788740934854,0.97025284759566,1.082205099241313,0.9951311257391384
Chanthaburi,1.130994478680947,0.9634397410985845,1.1519388208787424,0.9145696093037288,0.9774026358971147,1.2077904000728632,1.0123098728934403,0.8866438197066684,0.935513951501524,0.9704211884978496,0.9564582936993193,1.0960872416846215,0.802866450915487,0.8796623723074032,0.9913655306956449,0.99834697809491,1.0262727676919705,1.0053284254941752,1.0472171098897658,0.99834697809491,1.0332542150912356,1.0053284254941752,0.9006067145051986,0.8866438197066684,0.9424953989007891,0.928532504102259,0.9913655306956449,0.9843840832963798,1.0053284254941752,1.0053284254941752,1.1798646104758028,0.9843840832963798,0.9564582936993193,1.0751428994868262,0.9634397410985845,1.0891057942853564,1.061180004688296,0.9913655306956449,0.928532504102259,1.1030686890838866,1.0402356624905007,1.061180004688296,0.9704211884978496,0.9774026358971147,1.0821243468860913,0.99834697809491,1.054198557289031,0.9704211884978496,1.0402356624905007,1.1449573734794771,1.0402356624905007,1.0472171098897658,0.9634397410985845,0.9634397410985845,1.1170315838824167,1.0332542150912356,1.0402356624905007,0.99834697809491,0.8936252671059335,0.9634397410985845,1.0332542150912356,1.186846057875068,1.0262727676919705,1.0123098728934403,0.9843840832963798,0.9215510567029939,1.1030686890838866,0.8726809249081381,1.0262727676919705,1.054198557289031,0.9145696093037288,1.1589202682780075,0.9075881619044637,0.8866438197066684,0.9006067145051986,1.061180004688296,0.928532504102259,0.8517365827103428,0.9494768463000542,1.068161452087561,1.1170315838824167,1.1240130312816818,0.9494768463000542,0.7958850035162219,1.061180004688296,0.9145696093037288,1.0332542150912356,1.1100501364831517,1.0053284254941752,0.9704211884978496,1.0402356624905007,1.061180004688296,0.9704211884978496,1.0053284254941752,0.9494768463000542,1.0192913202927054,0.9913655306956449,1.0751428994868262,1.0053284254941752,1.1100501364831517
Chiang Mai,0.9120440741451473,1.1092427928792332,0.9551812938682287,1.0044809735517501,0.9613437538286689,0.9675062137891091,1.0845929530374725,1.0168058934726305,1.0784304930770323,1.170867392483635,0.8812317743429464,0.9921560536308698,0.9428563739473483,0.7949573348967839,0.9428563739473483,1.0722680331165921,1.0229683534330707,1.0537806532352716,0.8935566942638268,1.2509793719693576,0.9859935936704296,0.9675062137891091,1.0476181932748314,0.8504194745407455,0.9859935936704296,1.0599431131957118,0.8011197948572241,1.035293273353951,0.899719154224267,1.0969178729583529,0.9490188339077885,1.0722680331165921,1.0168058934726305,1.0722680331165921,1.1400550926814341,0.8750693143825062,1.035293273353951,1.0044809735517501,1.2140046122067165,1.0722680331165921,1.0106434335121903,0.8442570145803053,0.9675062137891091,1.1647049325231948,0.8873942343033866,1.1585424725627547,0.9798311337099894,1.0476181932748314,0.8812317743429464,0.9859935936704296,0.99831851359131,1.0599431131957118,1.035293273353951,0.9428563739473483,1.0907554129979127,1.103080332918793,1.0722680331165921,0.9921560536308698,1.0845929530374725,0.9921560536308698,0.9058816141847071,0.9551812938682287,0.868906854422066,1.0291308133935109,1.1462175526418743,1.0044809735517501,1.0722680331165921,1.0969178729583529,0.9613437538286689,0.9182065341055875,1.0044809735517501,0.9921560536308698,1.035293273353951,0.9613437538286689,1.0537806532352716,1.0229683534330707,0.9182065341055875,1.0907554129979127,1.0537806532352716,1.0414557333143912,0.930531454026468,0.9428563739473483,1.0291308133935109,0.9428563739473483,0.9551812938682287,0.8257696346989848,0.9736686737495492,1.1092427928792332,0.8873942343033866,0.9120440741451473,0.9428563739473483,0.9551812938682287,0.9675062137891091,0.9613437538286689,1.0907554129979127,0.899719154224267,0.9366939139869082,0.9675062137891091,0.9675062137891091,0.9490188339077885
